,mof,conc,p,ad,q,std,heat,vdw,coul,status
0,KIYMAI_clean_min_charges,0_0.01,1,CO2,0.0023914956,0.0001268375,-44.14085,-169.707885,-60.15247,finished
1,KIYMAI_clean_min_charges,0_0.01,10,CO2,0.0229263524,0.0004130331,-43.87643,-1626.567429,-567.34354,finished
2,KIYMAI_clean_min_charges,0_0.01,100,CO2,0.2076515442,0.0046098612,-43.15303,-14699.828699,-4930.99067,finished
3,KIYMAI_clean_min_charges,0_0.01,1000,CO2,1.2531336934,0.0131692411,-42.32956,-88406.135262,-27675.08725,finished
4,KIYMAI_clean_min_charges,0_0.01,5000,CO2,2.4982952023,0.006447031,-41.70207,-175480.199719,-53573.75919,finished
5,KIYMAI_clean_min_charges,0_0.01,10000,CO2,2.8654950736,0.0051342923,-40.6715,-200520.507430,-60902.96139,finished
6,KIYMAI_clean_min_charges,0_0.01,25000,CO2,3.213538167,0.0032720979,-38.49951,-223205.656999,-67340.76998,finished
7,KIYMAI_clean_min_charges,0_0.01,50000,CO2,3.4526679572,0.0086389876,-37.3116,-238082.961002,-71146.51439,finished
8,KIYMAI_clean_min_charges,0_0.01,66700,CO2,3.5570286914,0.0041570627,-36.86564,-244570.380512,-72834.84301,finished
9,KIYMAI_clean_min_charges,0_0.01,75000,CO2,3.5985043768,0.0141391997,-37.0961,-247169.729440,-73309.59685,finished
10,KIYMAI_clean_min_charges,0_0.01,100000,CO2,3.7258776494,0.0107670237,-36.55373,-254922.493210,-74956.09177,finished
11,KIYMAI_clean_min_charges,0_0.01,250000,CO2,4.2450819347,0.0072078198,-36.47163,-287641.759986,-81097.20250,finished
12,KIYMAI_clean_min_charges,0_0.01,500000,CO2,4.7468749774,0.0,,,,run
13,KIYMAI_clean_min_charges,0_0.01,750000,CO2,5.1050304792,0.0,,,,run
14,KIYMAI_clean_min_charges,0_0.01,1000000,CO2,5.3066288794,0.0,,,,run
15,KIYMAI_clean_min_charges,0_0.01,1,methanol,0.1962821178,0.0102328567,-65.55018,-3350.959953,-32169.33736,finished
16,KIYMAI_clean_min_charges,0_0.01,10,methanol,0.4143198169,0.0030235216,-57.07939,-10709.545009,-54211.88427,finished
17,KIYMAI_clean_min_charges,0_0.01,100,methanol,1.4502226086,0.0560487932,-54.65478,-45710.662471,-145349.12739,finished
18,KIYMAI_clean_min_charges,0_0.01,200,methanol,2.1469015834,0.0536787649,-55.22995,-69647.712574,-203649.16009,finished
19,KIYMAI_clean_min_charges,0_0.01,300,methanol,2.5601283732,0.0802528994,-54.93246,-84252.886088,-236457.21128,finished
20,KIYMAI_clean_min_charges,0_0.01,400,methanol,2.8003308948,0.0563381102,-55.43563,-92331.731358,-254929.17654,finished
21,KIYMAI_clean_min_charges,0_0.01,500,methanol,2.9749204474,0.0527781217,-54.96052,-98723.328024,-268841.71014,finished
22,KIYMAI_clean_min_charges,0_0.01,750,methanol,3.3316881783,0.0201978498,-55.47143,-111359.567357,-291804.07936,finished
23,KIYMAI_clean_min_charges,0_0.01,1000,methanol,3.6209675541,0.0680394637,-56.048,-121635.942164,-307865.31447,finished
24,KIYMAI_clean_min_charges,0_0.01,1150,methanol,3.728039519,0.0584707654,-55.44456,-125119.231058,-313417.64074,finished
25,KIYMAI_clean_min_charges,0_0.01,1300,methanol,3.8063411002,0.0785759236,-55.01388,-128107.925231,-317586.85835,finished
26,KIYMAI_clean_min_charges,0_0.01,1450,methanol,3.8821347616,0.0916541246,-55.95775,-130582.213732,-324320.90751,finished
27,KIYMAI_clean_min_charges,0_0.01,1600,methanol,3.8901258367,0.1025827963,-55.23132,-130858.662476,-327588.72742,finished
28,KIYMAI_clean_min_charges,0_0.01,1684,methanol,4.0808357017,0.1331510454,-55.82313,-136343.921889,-335531.46682,finished
29,KIYMAI_clean_min_charges,0_0.01,1700,methanol,3.9980035377,0.0624180739,-54.80074,-134556.268591,-330459.67465,finished
30,KIYMAI_clean_min_charges,0_0.03,1,CO2,0.0013979686,2.14681e-05,-42.16992,-98.545340,-28.44402,finished
31,KIYMAI_clean_min_charges,0_0.03,10,CO2,0.0134560962,0.0001950561,-42.06794,-949.187774,-269.67268,finished
32,KIYMAI_clean_min_charges,0_0.03,100,CO2,0.1315197063,0.0019968233,-42.08271,-9272.457980,-2646.65574,finished
33,KIYMAI_clean_min_charges,0_0.03,1000,CO2,0.9735779811,0.0184840138,-41.97643,-68539.225604,-19489.40985,finished
34,KIYMAI_clean_min_charges,0_0.03,5000,CO2,2.2436933114,0.0088157613,-41.40793,-157234.132645,-44215.54552,finished
35,KIYMAI_clean_min_charges,0_0.03,10000,CO2,2.6802050313,0.0088580371,-40.52286,-187110.491091,-52329.36471,finished
36,KIYMAI_clean_min_charges,0_0.03,25000,CO2,3.0948815703,0.0060317937,-38.85424,-214516.143720,-59346.99077,finished
37,KIYMAI_clean_min_charges,0_0.03,50000,CO2,3.3198892967,0.0050257447,-37.24234,-228807.560808,-62888.60418,finished
38,KIYMAI_clean_min_charges,0_0.03,66700,CO2,3.4048021147,0.0110025887,-36.65513,-234111.864996,-64222.40291,finished
39,KIYMAI_clean_min_charges,0_0.03,75000,CO2,3.4402439516,0.0038746633,-36.51453,-236376.190274,-64406.24556,finished
40,KIYMAI_clean_min_charges,0_0.03,100000,CO2,3.5215948725,0.0048003267,-36.18453,-241416.331490,-65510.75216,finished
41,KIYMAI_clean_min_charges,0_0.03,250000,CO2,3.8138290062,0.0047585778,-35.34824,-260044.033643,-68786.01127,finished
42,KIYMAI_clean_min_charges,0_0.03,500000,CO2,4.1233860589,0.0190388118,-35.21082,-280279.806511,-71726.91383,finished
43,KIYMAI_clean_min_charges,0_0.03,750000,CO2,4.3597070741,0.0190428607,-35.02626,-295980.846993,-74421.95494,finished
44,KIYMAI_clean_min_charges,0_0.03,1000000,CO2,4.5385429315,0.0,,,,run
45,KIYMAI_clean_min_charges,0_0.03,1,methanol,0.0038995519,0.0003556662,-51.25814,-129.661204,-317.00123,finished
46,KIYMAI_clean_min_charges,0_0.03,10,methanol,0.0395145889,0.0025963886,-51.43859,-1326.598072,-3211.67960,finished
47,KIYMAI_clean_min_charges,0_0.03,100,methanol,0.3819059344,0.0215640232,-51.68484,-13213.438890,-29806.02380,finished
48,KIYMAI_clean_min_charges,0_0.03,200,methanol,0.7027630585,0.0693208706,-51.99755,-24064.656416,-54427.04437,finished
49,KIYMAI_clean_min_charges,0_0.03,300,methanol,1.0028815745,0.0283276367,-52.3874,-34628.028189,-76566.15057,finished
50,KIYMAI_clean_min_charges,0_0.03,400,methanol,1.195741155,0.0776966801,-51.32323,-40469.599156,-92312.60159,finished
51,KIYMAI_clean_min_charges,0_0.03,500,methanol,1.3915155348,0.0638180504,-51.95752,-47028.786848,-107194.54487,finished
52,KIYMAI_clean_min_charges,0_0.03,750,methanol,1.7962794337,0.0669259033,-51.77144,-59938.692242,-138159.88063,finished
53,KIYMAI_clean_min_charges,0_0.03,1000,methanol,2.0551204358,0.1005189231,-51.48621,-67578.303277,-158598.68010,finished
54,KIYMAI_clean_min_charges,0_0.03,1150,methanol,2.2231444487,0.0349329802,-51.51287,-73018.388124,-172079.34912,finished
55,KIYMAI_clean_min_charges,0_0.03,1300,methanol,2.3031955161,0.0400604443,-51.14758,-75476.241511,-178223.92119,finished
56,KIYMAI_clean_min_charges,0_0.03,1450,methanol,2.4145980508,0.0637784129,-52.04147,-78850.667105,-187039.38666,finished
57,KIYMAI_clean_min_charges,0_0.03,1600,methanol,2.4997138816,0.070491834,-51.55588,-82075.109318,-192828.88638,finished
58,KIYMAI_clean_min_charges,0_0.03,1684,methanol,2.5457008376,0.097679594,-51.6139,-82722.114034,-196626.34006,finished
59,KIYMAI_clean_min_charges,0_0.03,1700,methanol,2.5261850494,0.0300894774,-51.39891,-82551.692721,-194046.15148,finished
60,KIYMAI_clean_min_charges,0_0.12,1,CO2,0.0001145082,1.62194e-05,-45.53843,-6.193266,-4.58695,finished
61,KIYMAI_clean_min_charges,0_0.12,10,CO2,0.0010605079,0.0001497109,-45.02666,-57.304775,-41.36152,finished
62,KIYMAI_clean_min_charges,0_0.12,100,CO2,0.009543717,0.0008880322,-44.66179,-520.565972,-360.84227,finished
63,KIYMAI_clean_min_charges,0_0.12,1000,CO2,0.0864547991,0.002136696,-43.99211,-4745.181200,-3173.60811,finished
64,KIYMAI_clean_min_charges,0_0.12,5000,CO2,0.300540037,0.007881515,-42.34031,-16713.712429,-10154.16318,finished
65,KIYMAI_clean_min_charges,0_0.12,10000,CO2,0.4379558576,0.0073497274,-40.7319,-24628.375724,-13790.79224,finished
66,KIYMAI_clean_min_charges,0_0.12,25000,CO2,0.6129982655,0.0121223907,-39.01264,-34978.314536,-17314.75418,finished
67,KIYMAI_clean_min_charges,0_0.12,50000,CO2,0.7182221071,0.0035931203,-37.68035,-41328.474125,-18990.98669,finished
68,KIYMAI_clean_min_charges,0_0.12,66700,CO2,0.7526465779,0.0055130932,-37.10839,-43481.742593,-19395.45506,finished
69,KIYMAI_clean_min_charges,0_0.12,75000,CO2,0.7623729322,0.006879274,-37.06197,-44055.939529,-19558.60092,finished
70,KIYMAI_clean_min_charges,0_0.12,100000,CO2,0.7869597939,0.0058277375,-37.27004,-45630.255082,-19757.22233,finished
71,KIYMAI_clean_min_charges,0_0.12,250000,CO2,0.8368921091,0.0046718437,-36.24751,-48801.926472,-20403.96514,finished
72,KIYMAI_clean_min_charges,0_0.12,500000,CO2,0.8545943772,0.0028231687,-35.03041,-50242.720724,-20565.48478,finished
73,KIYMAI_clean_min_charges,0_0.12,750000,CO2,0.8578396353,0.0015168401,-33.69673,-50717.748775,-20669.23893,finished
74,KIYMAI_clean_min_charges,0_0.12,1000000,CO2,0.8584071361,0.0027127419,-32.8638,-50965.640891,-20731.11938,finished
75,KIYMAI_clean_min_charges,0_0.12,1,methanol,0.0047561757,0.0011072542,-56.87455,-232.747005,-347.25331,finished
76,KIYMAI_clean_min_charges,0_0.12,10,methanol,0.0544793281,0.0029387656,-57.12036,-2730.713940,-3926.59313,finished
77,KIYMAI_clean_min_charges,0_0.12,100,methanol,0.2614546645,0.0208198455,-57.65339,-12902.097754,-19087.42694,finished
78,KIYMAI_clean_min_charges,0_0.12,200,methanol,0.3358885618,0.0172466387,-57.45555,-16322.957400,-24645.16218,finished
79,KIYMAI_clean_min_charges,0_0.12,300,methanol,0.3686769557,0.0072186728,-56.71944,-17724.266157,-27215.73576,finished
80,KIYMAI_clean_min_charges,0_0.12,400,methanol,0.3953348244,0.0197162173,-55.98209,-18846.972492,-29183.47629,finished
81,KIYMAI_clean_min_charges,0_0.12,500,methanol,0.405356252,0.0072953141,-54.34515,-19044.973712,-30139.09502,finished
82,KIYMAI_clean_min_charges,0_0.12,750,methanol,0.4371626483,0.0091403533,-53.98674,-19597.160951,-33144.85375,finished
83,KIYMAI_clean_min_charges,0_0.12,1000,methanol,0.4493487211,0.0189465891,-52.72893,-20442.007943,-33715.92109,finished
84,KIYMAI_clean_min_charges,0_0.12,1150,methanol,0.4606252404,0.0053551539,-52.5254,-20307.640452,-35102.77273,finished
85,KIYMAI_clean_min_charges,0_0.12,1300,methanol,0.4671653866,0.0250694739,-53.63659,-20722.737735,-35397.98455,finished
86,KIYMAI_clean_min_charges,0_0.12,1450,methanol,0.4713023272,0.0118925856,-53.1773,-20413.441911,-35922.18233,finished
87,KIYMAI_clean_min_charges,0_0.12,1600,methanol,0.4927450338,0.0283579697,-51.72273,-19954.960040,-38821.35915,finished
88,KIYMAI_clean_min_charges,0_0.12,1684,methanol,0.4813007916,0.0138137744,-51.92934,-20406.311973,-36832.06721,finished
89,KIYMAI_clean_min_charges,0_0.12,1700,methanol,0.4804410857,0.0276123686,-52.01064,-20897.704213,-36739.69765,finished
90,KIYMAI_clean_min_charges,0,1,CO2,0.009053155,6.68547e-05,-47.16998,-645.671617,-294.32935,finished
91,KIYMAI_clean_min_charges,0,10,CO2,0.088389234,0.0017666322,-47.15133,-6299.125375,-2876.00740,finished
92,KIYMAI_clean_min_charges,0,100,CO2,0.7327927107,0.0138412917,-47.16162,-52201.817887,-23827.90013,finished
93,KIYMAI_clean_min_charges,0,1000,CO2,2.511250038,0.0059190087,-47.09344,-178730.495126,-81291.59932,finished
94,KIYMAI_clean_min_charges,0,5000,CO2,3.1617786794,0.0035147133,-45.38713,-224835.189218,-101591.43078,finished
95,KIYMAI_clean_min_charges,0,10000,CO2,3.3011876985,0.0033265522,-43.0707,-234419.613421,-105236.15041,finished
96,KIYMAI_clean_min_charges,0,25000,CO2,3.4851346252,0.0110291243,-39.00236,-246868.674086,-108779.09681,finished
97,KIYMAI_clean_min_charges,0,50000,CO2,3.702696506,0.0081228481,-38.12655,-261350.817560,-112074.60704,finished
98,KIYMAI_clean_min_charges,0,66700,CO2,3.8370126979,0.0129421269,-37.55138,-270227.817433,-114030.17225,finished
99,KIYMAI_clean_min_charges,0,75000,CO2,3.8872785199,0.0156339148,-38.0208,-273390.736103,-114775.21173,finished
100,KIYMAI_clean_min_charges,0,100000,CO2,4.052587764,0.0113949355,-37.63155,-284457.484120,-116972.72567,finished
101,KIYMAI_clean_min_charges,0,250000,CO2,4.7894399456,0.0,,,,run
102,KIYMAI_clean_min_charges,0,500000,CO2,5.3812735578,0.0,,,,run
103,KIYMAI_clean_min_charges,0,750000,CO2,5.6674468516,0.0,,,,run
104,KIYMAI_clean_min_charges,0,1000000,CO2,5.8478785607,0.0,,,,run
105,KIYMAI_clean_min_charges,0,1,methanol,0.3595435316,0.0516146058,-63.88331,-10849.092627,-41453.62780,finished
106,KIYMAI_clean_min_charges,0,10,methanol,2.0928400245,0.0958294829,-64.36335,-63447.488689,-240526.89851,finished
107,KIYMAI_clean_min_charges,0,100,methanol,3.2098172753,0.0193269241,-62.72422,-97561.769196,-365532.85118,finished
108,KIYMAI_clean_min_charges,0,200,methanol,3.3395033795,0.040113246,-59.56571,-101510.989900,-378557.82321,finished
109,KIYMAI_clean_min_charges,0,300,methanol,3.3813289342,0.0369043232,-58.80673,-102636.406670,-380118.06063,finished
110,KIYMAI_clean_min_charges,0,400,methanol,3.4458040817,0.0428778637,-56.29416,-104107.728094,-384042.83146,finished
111,KIYMAI_clean_min_charges,0,500,methanol,3.4781804141,0.0187683452,-54.79784,-105391.528927,-386158.22919,finished
112,KIYMAI_clean_min_charges,0,750,methanol,3.6019160038,0.0476552879,-55.67315,-109680.276485,-394335.85892,finished
113,KIYMAI_clean_min_charges,0,1000,methanol,3.6789910506,0.0529404716,-53.30424,-111345.017854,-400743.55260,finished
114,KIYMAI_clean_min_charges,0,1150,methanol,3.7192606827,0.0598535049,-54.24969,-113782.110074,-398261.43954,finished
115,KIYMAI_clean_min_charges,0,1300,methanol,3.8378236993,0.0383402675,-54.62376,-116880.908240,-404779.32962,finished
116,KIYMAI_clean_min_charges,0,1450,methanol,3.9391298276,0.0779848281,-54.13538,-119045.499258,-410815.64274,finished
117,KIYMAI_clean_min_charges,0,1600,methanol,3.8840713986,0.116659539,-53.01266,-117634.874486,-406261.40445,finished
118,KIYMAI_clean_min_charges,0,1684,methanol,3.9162670367,0.0831571412,-54.15659,-119886.072259,-408118.78149,finished
119,KIYMAI_clean_min_charges,0,1700,methanol,3.8863289662,0.056354937,-53.44567,-118268.199180,-405941.36559,finished
120,KIYMAI_clean_min_charges,0_0.06,1,CO2,0.0001106331,1.12006e-05,-40.21865,-7.065123,-2.35475,finished
121,KIYMAI_clean_min_charges,0_0.06,10,CO2,0.001111561,4.1177e-05,-40.35114,-71.062207,-23.91018,finished
122,KIYMAI_clean_min_charges,0_0.06,100,CO2,0.0113679301,0.0004740971,-40.44792,-728.547664,-245.57408,finished
123,KIYMAI_clean_min_charges,0_0.06,1000,CO2,0.1020748083,0.0033289649,-40.03295,-6511.289825,-2190.85260,finished
124,KIYMAI_clean_min_charges,0_0.06,5000,CO2,0.3603676778,0.0047806221,-38.6224,-22523.832379,-7549.77543,finished
125,KIYMAI_clean_min_charges,0_0.06,10000,CO2,0.5606966175,0.0116034222,-37.74011,-34629.307379,-11410.10970,finished
126,KIYMAI_clean_min_charges,0_0.06,25000,CO2,0.9129170416,0.008885531,-36.78712,-55400.155412,-18020.53718,finished
127,KIYMAI_clean_min_charges,0_0.06,50000,CO2,1.226916799,0.0084454897,-36.44221,-73671.730960,-23424.64146,finished
128,KIYMAI_clean_min_charges,0_0.06,66700,CO2,1.3762160288,0.0107712241,-36.11646,-82218.987713,-25928.08161,finished
129,KIYMAI_clean_min_charges,0_0.06,75000,CO2,1.4290875845,0.002566885,-36.12552,-85332.539310,-26797.08782,finished
130,KIYMAI_clean_min_charges,0_0.06,100000,CO2,1.5707369484,0.0097876075,-36.24237,-93566.698269,-28980.55020,finished
131,KIYMAI_clean_min_charges,0_0.06,250000,CO2,1.9850474506,0.0068546606,-35.53966,-117422.246210,-35604.46009,finished
132,KIYMAI_clean_min_charges,0_0.06,500000,CO2,2.2078295496,0.0075206028,-34.50616,-130462.067026,-38783.46655,finished
133,KIYMAI_clean_min_charges,0_0.06,750000,CO2,2.3190818217,0.0127011888,-34.59664,-137303.514452,-40561.62525,finished
134,KIYMAI_clean_min_charges,0_0.06,1000000,CO2,2.37605077,0.0150683405,-33.87279,-141102.702425,-41599.27372,finished
135,KIYMAI_clean_min_charges,0_0.06,1,methanol,0.0066869696,0.0006521643,-53.75862,-249.590501,-541.40283,finished
136,KIYMAI_clean_min_charges,0_0.06,10,methanol,0.0594709702,0.0039466155,-54.9185,-2150.982047,-4883.30638,finished
137,KIYMAI_clean_min_charges,0_0.06,100,methanol,0.4045691051,0.0799903944,-58.48846,-14023.594915,-33130.41937,finished
138,KIYMAI_clean_min_charges,0_0.06,200,methanol,0.5494979005,0.0475725845,-57.92165,-19587.088583,-43755.79881,finished
139,KIYMAI_clean_min_charges,0_0.06,300,methanol,0.5884829313,0.0560058052,-55.80895,-21430.654251,-45593.85764,finished
140,KIYMAI_clean_min_charges,0_0.06,400,methanol,0.6172610529,0.0440432257,-55.79646,-21253.936454,-49131.39951,finished
141,KIYMAI_clean_min_charges,0_0.06,500,methanol,0.6789519169,0.048780659,-53.91623,-24442.374403,-52830.43991,finished
142,KIYMAI_clean_min_charges,0_0.06,750,methanol,0.7419949786,0.042490228,-52.61845,-26610.392571,-57382.50731,finished
143,KIYMAI_clean_min_charges,0_0.06,1000,methanol,0.8060522295,0.0276569824,-52.46123,-28537.318281,-62634.94342,finished
144,KIYMAI_clean_min_charges,0_0.06,1150,methanol,0.7975569985,0.0551164231,-51.53029,-28261.687396,-62001.99425,finished
145,KIYMAI_clean_min_charges,0_0.06,1300,methanol,0.8396298825,0.0300065615,-52.16053,-29765.607110,-64769.74396,finished
146,KIYMAI_clean_min_charges,0_0.06,1450,methanol,0.8426358213,0.039441842,-50.81273,-29769.520144,-65211.76311,finished
147,KIYMAI_clean_min_charges,0_0.06,1600,methanol,0.8734053121,0.0511518219,-50.01554,-29594.864369,-68749.69613,finished
148,KIYMAI_clean_min_charges,0_0.06,1684,methanol,0.8765844096,0.0367168298,-52.37024,-30878.641553,-68463.62369,finished
149,KIYMAI_clean_min_charges,0_0.06,1700,methanol,0.8783646765,0.0346461623,-50.71589,-31158.625705,-67722.14106,finished
150,COGWEB_clean_min_charges,0_0.02,1,CO2,0.000108458,1.245e-05,-29.77536,-6.945392,-1.95990,finished
151,COGWEB_clean_min_charges,0_0.02,10,CO2,0.0010889897,1.64022e-05,-29.83695,-69.758598,-19.86878,finished
152,COGWEB_clean_min_charges,0_0.02,100,CO2,0.0108567817,0.0002979076,-29.82654,-695.183559,-198.29923,finished
153,COGWEB_clean_min_charges,0_0.02,1000,CO2,0.1019540656,0.0013801424,-29.32238,-6495.625209,-1824.71005,finished
154,COGWEB_clean_min_charges,0_0.02,5000,CO2,0.4181238528,0.0042575545,-27.63788,-26068.013812,-6941.08007,finished
155,COGWEB_clean_min_charges,0_0.02,10000,CO2,0.7039530309,0.0087296351,-26.09703,-42968.929113,-10771.12124,finished
156,COGWEB_clean_min_charges,0_0.02,25000,CO2,1.3355820312,0.0041807818,-23.7968,-77885.881660,-16987.23694,finished
157,COGWEB_clean_min_charges,0_0.02,50000,CO2,2.241551943,0.0026140723,-23.23819,-124849.201992,-23299.32918,finished
158,COGWEB_clean_min_charges,0_0.02,66700,CO2,2.7934426999,0.0,,,,run
159,COGWEB_clean_min_charges,0_0.02,75000,CO2,3.0514596244,0.0,,,,run
160,COGWEB_clean_min_charges,0_0.02,100000,CO2,3.8006192135,0.0,,,,run
161,COGWEB_clean_min_charges,0_0.02,250000,CO2,6.9074,0.0,,,,init
162,COGWEB_clean_min_charges,0_0.02,500000,CO2,8.8415,0.0,,,,init
163,COGWEB_clean_min_charges,0_0.02,750000,CO2,10.0519,0.0,,,,init
164,COGWEB_clean_min_charges,0_0.02,1000000,CO2,10.2978,0.0,,,,init
165,COGWEB_clean_min_charges,0_0.02,1,methanol,0.0009021099,8.82509e-05,-39.33086,-48.783796,-54.49833,finished
166,COGWEB_clean_min_charges,0_0.02,10,methanol,0.0092622096,0.0006764557,-39.55715,-495.056467,-565.35065,finished
167,COGWEB_clean_min_charges,0_0.02,100,methanol,0.0968385207,0.0046749226,-39.952,-5133.648923,-5552.62926,finished
168,COGWEB_clean_min_charges,0_0.02,200,methanol,0.2149214589,0.0106827068,-41.03848,-11262.945007,-11623.05391,finished
169,COGWEB_clean_min_charges,0_0.02,300,methanol,0.3992400054,0.029911326,-42.17798,-20592.914439,-19334.98939,finished
170,COGWEB_clean_min_charges,0_0.02,400,methanol,0.7023847794,0.1618216218,-43.57954,-35486.117359,-28704.23909,finished
171,COGWEB_clean_min_charges,0_0.02,500,methanol,1.4281648682,0.1090607034,-43.88381,-71421.473270,-46755.24127,finished
172,COGWEB_clean_min_charges,0_0.02,750,methanol,5.6928,0.0,,,,init
173,COGWEB_clean_min_charges,0_0.02,1000,methanol,7.6171,0.0,,,,init
174,COGWEB_clean_min_charges,0_0.02,1150,methanol,7.4567,0.0,,,,init
175,COGWEB_clean_min_charges,0_0.02,1300,methanol,8.459,0.0,,,,init
176,COGWEB_clean_min_charges,0_0.02,1450,methanol,9.1405,0.0,,,,init
177,COGWEB_clean_min_charges,0_0.02,1600,methanol,9.4612,0.0,,,,init
178,COGWEB_clean_min_charges,0_0.02,1684,methanol,9.5012,0.0,,,,init
179,COGWEB_clean_min_charges,0_0.02,1700,methanol,9.8621,0.0,,,,init
180,COGWEB_clean_min_charges,0_0.16,1,CO2,2.72394e-05,4.4916e-06,-20.21175,-0.678139,-0.11027,finished
181,COGWEB_clean_min_charges,0_0.16,10,CO2,0.0002437346,1.56501e-05,-19.86774,-6.016214,-0.91845,finished
182,COGWEB_clean_min_charges,0_0.16,100,CO2,0.0024036116,9.23097e-05,-19.91415,-59.844972,-8.72092,finished
183,COGWEB_clean_min_charges,0_0.16,1000,CO2,0.0242661168,0.0002592552,-19.87805,-602.213698,-88.11992,finished
184,COGWEB_clean_min_charges,0_0.16,5000,CO2,0.1215560139,0.0007054528,-19.91575,-3016.112948,-438.85301,finished
185,COGWEB_clean_min_charges,0_0.16,10000,CO2,0.2440370501,0.0015166366,-19.93868,-6044.552292,-878.35744,finished
186,COGWEB_clean_min_charges,0_0.16,25000,CO2,0.6109408039,0.0018638082,-20.04572,-15062.804185,-2181.22521,finished
187,COGWEB_clean_min_charges,0_0.16,50000,CO2,1.2163796663,0.0101890963,-20.15609,-29769.393400,-4290.35996,finished
188,COGWEB_clean_min_charges,0_0.16,66700,CO2,1.5939351531,0.0096426552,-20.3616,-38857.603704,-5599.47187,finished
189,COGWEB_clean_min_charges,0_0.16,75000,CO2,1.7849843482,0.0041941069,-20.3196,-43385.246962,-6227.89726,finished
190,COGWEB_clean_min_charges,0_0.16,100000,CO2,2.3798966504,0.00564077,-20.49249,-57409.744996,-8200.00143,finished
191,COGWEB_clean_min_charges,0_0.16,250000,CO2,5.8437252074,0.0086487601,-21.36746,-134436.106449,-18790.06059,finished
192,COGWEB_clean_min_charges,0_0.16,500000,CO2,10.1825555019,0.0,,,,run
193,COGWEB_clean_min_charges,0_0.16,750000,CO2,12.3195,0.0,,,,init
194,COGWEB_clean_min_charges,0_0.16,1000000,CO2,14.0069,0.0,,,,init
195,COGWEB_clean_min_charges,0_0.16,1,methanol,0.0007562568,0.000153708,-42.42072,-18.171323,-32.00178,finished
196,COGWEB_clean_min_charges,0_0.16,10,methanol,0.0079637962,0.0009952869,-42.78928,-191.099994,-337.11272,finished
197,COGWEB_clean_min_charges,0_0.16,100,methanol,0.0800391893,0.0044804896,-42.6633,-1922.636324,-3388.14761,finished
198,COGWEB_clean_min_charges,0_0.16,200,methanol,1.4712409109,0.3305375741,-43.6301,-35584.187426,-31298.08949,finished
199,COGWEB_clean_min_charges,0_0.16,300,methanol,17.6116,0.0,,,,init
200,COGWEB_clean_min_charges,0_0.16,400,methanol,18.5799,0.0,,,,init
201,COGWEB_clean_min_charges,0_0.16,500,methanol,-0.344,0.0,,,,init
202,COGWEB_clean_min_charges,0_0.16,750,methanol,-0.792,0.0,,,,init
203,COGWEB_clean_min_charges,0_0.16,1000,methanol,-0.7176,0.0,,,,init
204,COGWEB_clean_min_charges,0_0.16,1150,methanol,-0.8669,0.0,,,,init
205,COGWEB_clean_min_charges,0_0.16,1300,methanol,-0.3447,0.0,,,,init
206,COGWEB_clean_min_charges,0_0.16,1450,methanol,-0.3462,0.0,,,,init
207,COGWEB_clean_min_charges,0_0.16,1600,methanol,-0.8712,0.0,,,,init
208,COGWEB_clean_min_charges,0_0.16,1684,methanol,-0.9483,0.0,,,,init
209,COGWEB_clean_min_charges,0_0.16,1700,methanol,-0.3537,0.0,,,,init
210,COGWEB_clean_min_charges,0_0.05,1,CO2,,,,,,Nosubmission
211,COGWEB_clean_min_charges,0_0.05,10,CO2,,,,,,Nosubmission
212,COGWEB_clean_min_charges,0_0.05,100,CO2,,,,,,Nosubmission
213,COGWEB_clean_min_charges,0_0.05,1000,CO2,,,,,,Nosubmission
214,COGWEB_clean_min_charges,0_0.05,5000,CO2,,,,,,Nosubmission
215,COGWEB_clean_min_charges,0_0.05,10000,CO2,,,,,,Nosubmission
216,COGWEB_clean_min_charges,0_0.05,25000,CO2,,,,,,Nosubmission
217,COGWEB_clean_min_charges,0_0.05,50000,CO2,,,,,,Nosubmission
218,COGWEB_clean_min_charges,0_0.05,66700,CO2,,,,,,Nosubmission
219,COGWEB_clean_min_charges,0_0.05,75000,CO2,,,,,,Nosubmission
220,COGWEB_clean_min_charges,0_0.05,100000,CO2,,,,,,Nosubmission
221,COGWEB_clean_min_charges,0_0.05,250000,CO2,,,,,,Nosubmission
222,COGWEB_clean_min_charges,0_0.05,500000,CO2,,,,,,Nosubmission
223,COGWEB_clean_min_charges,0_0.05,750000,CO2,,,,,,Nosubmission
224,COGWEB_clean_min_charges,0_0.05,1000000,CO2,,,,,,Nosubmission
225,COGWEB_clean_min_charges,0_0.05,1,methanol,,,,,,Nosubmission
226,COGWEB_clean_min_charges,0_0.05,10,methanol,,,,,,Nosubmission
227,COGWEB_clean_min_charges,0_0.05,100,methanol,,,,,,Nosubmission
228,COGWEB_clean_min_charges,0_0.05,200,methanol,,,,,,Nosubmission
229,COGWEB_clean_min_charges,0_0.05,300,methanol,,,,,,Nosubmission
230,COGWEB_clean_min_charges,0_0.05,400,methanol,,,,,,Nosubmission
231,COGWEB_clean_min_charges,0_0.05,500,methanol,,,,,,Nosubmission
232,COGWEB_clean_min_charges,0_0.05,750,methanol,,,,,,Nosubmission
233,COGWEB_clean_min_charges,0_0.05,1000,methanol,,,,,,Nosubmission
234,COGWEB_clean_min_charges,0_0.05,1150,methanol,,,,,,Nosubmission
