,mof,conc,p,ad,q,std,heat,vdw,coul,status
926,FEFCUQ_clean_min_charges,0_0.02,1450,methanol,1.1157196576,0.6945089759,-40.20381,-23758.233911,-10989.28087,finished
927,FEFCUQ_clean_min_charges,0_0.02,1600,methanol,0.7295532845,0.2483455102,-38.49476,-16634.317448,-9213.73704,finished
928,FEFCUQ_clean_min_charges,0_0.02,1684,methanol,1.020740586,0.4035701411,-40.72121,-22541.638634,-11634.66174,finished
929,FEFCUQ_clean_min_charges,0_0.02,1700,methanol,1.4414624123,0.7049121058,-42.07879,-30217.346672,-12600.68133,finished
930,FEFCUQ_clean_min_charges,0_0.16,1,CO2,2.44577e-05,5.1451e-06,-21.40538,-0.593955,-0.04203,finished
931,FEFCUQ_clean_min_charges,0_0.16,10,CO2,0.0002622486,2.73905e-05,-21.24567,-6.362188,-0.40990,finished
932,FEFCUQ_clean_min_charges,0_0.16,100,CO2,0.0027110208,3.01648e-05,-21.15387,-65.516411,-4.12356,finished
933,FEFCUQ_clean_min_charges,0_0.16,1000,CO2,0.027234249,0.0002206514,-21.16753,-658.557285,-41.41352,finished
934,FEFCUQ_clean_min_charges,0_0.16,5000,CO2,0.135706878,0.000787565,-21.17605,-3272.802537,-206.03101,finished
935,FEFCUQ_clean_min_charges,0_0.16,10000,CO2,0.268989669,0.0013356131,-21.19638,-6473.635132,-406.97221,finished
936,FEFCUQ_clean_min_charges,0_0.16,25000,CO2,0.6692880789,0.0043343495,-21.24709,-15981.115408,-1010.78169,finished
937,FEFCUQ_clean_min_charges,0_0.16,50000,CO2,1.3226486926,0.0076162858,-21.31538,-31197.858303,-1982.67041,finished
938,FEFCUQ_clean_min_charges,0_0.16,66700,CO2,1.7234303481,0.004891874,-21.40163,-40335.587813,-2567.08014,finished
939,FEFCUQ_clean_min_charges,0_0.16,75000,CO2,1.9185683727,0.0045582021,-21.45557,-44727.349370,-2851.13444,finished
940,FEFCUQ_clean_min_charges,0_0.16,100000,CO2,2.5266022452,0.0106507789,-21.62248,-58239.489237,-3724.80173,finished
941,FEFCUQ_clean_min_charges,0_0.16,250000,CO2,5.9138894227,0.0193484144,-23.52866,-129097.227784,-8303.12044,finished
942,FEFCUQ_clean_min_charges,0_0.16,500000,CO2,8.9163816491,0.0,,,,run
943,FEFCUQ_clean_min_charges,0_0.16,750000,CO2,10.1524138695,0.0,,,,run
944,FEFCUQ_clean_min_charges,0_0.16,1000000,CO2,10.8007529335,0.0,,,,run
945,FEFCUQ_clean_min_charges,0_0.16,1,methanol,0.0001552281,1.56097e-05,-28.93118,-3.950931,-1.91263,finished
946,FEFCUQ_clean_min_charges,0_0.16,10,methanol,0.0015384971,5.53578e-05,-29.18505,-39.173024,-19.31773,finished
947,FEFCUQ_clean_min_charges,0_0.16,100,methanol,0.0158302955,0.0007059283,-29.33939,-401.097324,-194.56389,finished
948,FEFCUQ_clean_min_charges,0_0.16,200,methanol,0.0340273531,0.0015260126,-30.67122,-864.562639,-418.38188,finished
949,FEFCUQ_clean_min_charges,0_0.16,300,methanol,0.0535520801,0.0023010021,-31.00208,-1344.788004,-648.36514,finished
950,FEFCUQ_clean_min_charges,0_0.16,400,methanol,0.0786064406,0.0066435818,-32.36354,-1952.320259,-939.69844,finished
951,FEFCUQ_clean_min_charges,0_0.16,500,methanol,0.099920949,0.012630701,-32.4026,-2471.100952,-1175.65924,finished
952,FEFCUQ_clean_min_charges,0_0.16,750,methanol,0.1968952351,0.0201117734,-35.68487,-4672.570003,-2129.63037,finished
953,FEFCUQ_clean_min_charges,0_0.16,1000,methanol,0.298276644,0.086531788,-36.51753,-7108.564607,-3172.24336,finished
954,FEFCUQ_clean_min_charges,0_0.16,1150,methanol,0.5053187443,0.1119568094,-40.39475,-11270.038792,-4392.47519,finished
955,FEFCUQ_clean_min_charges,0_0.16,1300,methanol,0.9269752124,0.3881520338,-40.80732,-19758.396081,-6963.38149,finished
956,FEFCUQ_clean_min_charges,0_0.16,1450,methanol,1.6180191399,0.7999393878,-41.91241,-33285.116272,-9861.86105,finished
957,FEFCUQ_clean_min_charges,0_0.16,1600,methanol,7.3817065381,3.4557460495,-48.10768,-141936.458092,-27471.35934,finished
958,FEFCUQ_clean_min_charges,0_0.16,1684,methanol,10.4278570261,0.0,,,,run
959,FEFCUQ_clean_min_charges,0_0.16,1700,methanol,10.31124678,0.0,,,,run
960,FEFCUQ_clean_min_charges,1_0.16,1,CO2,1.18956e-05,3.6495e-06,-18.51288,-0.242922,-0.01763,finished
961,FEFCUQ_clean_min_charges,1_0.16,10,CO2,0.000150465,1.81693e-05,-19.14324,-3.091597,-0.28554,finished
962,FEFCUQ_clean_min_charges,1_0.16,100,CO2,0.0015815907,5.79995e-05,-18.79752,-31.776186,-2.92591,finished
963,FEFCUQ_clean_min_charges,1_0.16,1000,CO2,0.0156145595,8.35018e-05,-18.81514,-314.163283,-28.90907,finished
964,FEFCUQ_clean_min_charges,1_0.16,5000,CO2,0.0781531711,0.0004446265,-18.85621,-1573.166128,-144.62665,finished
965,FEFCUQ_clean_min_charges,1_0.16,10000,CO2,0.1566407317,0.000252276,-18.90679,-3152.038046,-291.42700,finished
966,FEFCUQ_clean_min_charges,1_0.16,25000,CO2,0.3922681015,0.0025693291,-18.96648,-7858.256004,-729.21444,finished
967,FEFCUQ_clean_min_charges,1_0.16,50000,CO2,0.7853297709,0.0036188101,-18.99725,-15607.629658,-1444.40144,finished
968,FEFCUQ_clean_min_charges,1_0.16,66700,CO2,1.048011557,0.0055403088,-19.06492,-20732.541028,-1944.05473,finished
969,FEFCUQ_clean_min_charges,1_0.16,75000,CO2,1.1720364848,0.0074955282,-19.07937,-23137.818958,-2170.17983,finished
970,FEFCUQ_clean_min_charges,1_0.16,100000,CO2,1.5486963814,0.013656254,-19.11267,-30360.613029,-2851.60975,finished
971,FEFCUQ_clean_min_charges,1_0.16,250000,CO2,3.8381290198,0.0203139709,-19.38519,-71781.383779,-6916.23860,finished
972,FEFCUQ_clean_min_charges,1_0.16,500000,CO2,7.8345832122,0.029881654,-20.75399,-135692.522004,-13370.88707,finished
973,FEFCUQ_clean_min_charges,1_0.16,750000,CO2,11.1054547513,0.0,,,,run
974,FEFCUQ_clean_min_charges,1_0.16,1000000,CO2,13.0804042469,0.0,,,,run
975,FEFCUQ_clean_min_charges,1_0.16,1,methanol,0.0001203456,2.71297e-05,-31.97731,-1.882487,-3.03087,finished
976,FEFCUQ_clean_min_charges,1_0.16,10,methanol,0.0014287835,0.0001150364,-33.28641,-19.928652,-40.54378,finished
977,FEFCUQ_clean_min_charges,1_0.16,100,methanol,0.0148848589,0.0011650262,-34.04698,-202.441157,-421.87049,finished
978,FEFCUQ_clean_min_charges,1_0.16,200,methanol,0.0327575891,0.0030462929,-35.22522,-445.228552,-917.27932,finished
979,FEFCUQ_clean_min_charges,1_0.16,300,methanol,0.0527762367,0.0069655442,-36.01879,-718.426702,-1466.68015,finished
980,FEFCUQ_clean_min_charges,1_0.16,400,methanol,0.0672934221,0.0007255924,-35.33899,-921.086491,-1826.67461,finished
981,FEFCUQ_clean_min_charges,1_0.16,500,methanol,0.0878695213,0.0071671105,-35.78765,-1204.422349,-2404.05767,finished
982,FEFCUQ_clean_min_charges,1_0.16,750,methanol,0.1496057409,0.0126480658,-36.66707,-2060.638400,-3842.37087,finished
983,FEFCUQ_clean_min_charges,1_0.16,1000,methanol,0.2300389631,0.0417265231,-37.46199,-3180.452639,-5614.30545,finished
984,FEFCUQ_clean_min_charges,1_0.16,1150,methanol,0.2967244137,0.0339238661,-38.00005,-4060.780176,-7500.92893,finished
985,FEFCUQ_clean_min_charges,1_0.16,1300,methanol,0.3245099865,0.0408167357,-38.11565,-4499.098285,-7954.54077,finished
986,FEFCUQ_clean_min_charges,1_0.16,1450,methanol,0.4038937977,0.0341723704,-38.18095,-5685.119970,-9060.08692,finished
987,FEFCUQ_clean_min_charges,1_0.16,1600,methanol,0.53239267,0.1051520496,-39.85048,-7289.180496,-11958.77274,finished
988,FEFCUQ_clean_min_charges,1_0.16,1684,methanol,0.5487481826,0.0781940996,-39.3604,-7637.799489,-12180.51959,finished
989,FEFCUQ_clean_min_charges,1_0.16,1700,methanol,0.583684485,0.1003968521,-39.22545,-8054.319105,-12243.69912,finished
990,FEFCUQ_clean_min_charges,0_0.04,1,CO2,2.45979e-05,8.9902e-06,-21.00708,-0.623896,-0.04714,finished
991,FEFCUQ_clean_min_charges,0_0.04,10,CO2,0.0002368413,1.66603e-05,-20.75423,-5.886437,-0.46322,finished
992,FEFCUQ_clean_min_charges,0_0.04,100,CO2,0.0024955057,3.9289e-05,-20.6799,-61.664524,-4.93941,finished
993,FEFCUQ_clean_min_charges,0_0.04,1000,CO2,0.0242361795,7.30535e-05,-20.6841,-599.069768,-47.63485,finished
994,FEFCUQ_clean_min_charges,0_0.04,5000,CO2,0.1215383972,0.0009462373,-20.75795,-3005.116972,-239.71704,finished
995,FEFCUQ_clean_min_charges,0_0.04,10000,CO2,0.2422291276,0.0011956097,-20.77874,-5980.162011,-475.40021,finished
996,FEFCUQ_clean_min_charges,0_0.04,25000,CO2,0.6005001864,0.0026229476,-20.86853,-14753.928085,-1169.53181,finished
997,FEFCUQ_clean_min_charges,0_0.04,50000,CO2,1.1833668494,0.0058975659,-20.96111,-28859.285552,-2257.68089,finished
998,FEFCUQ_clean_min_charges,0_0.04,66700,CO2,1.5357151524,0.005214093,-20.97718,-37242.763510,-2889.17955,finished
999,FEFCUQ_clean_min_charges,0_0.04,75000,CO2,1.7082037453,0.0095143177,-21.0178,-41296.397917,-3205.55046,finished
1000,FEFCUQ_clean_min_charges,0_0.04,100000,CO2,2.2298664673,0.0043694159,-21.04269,-53523.366977,-4100.64104,finished
1001,FEFCUQ_clean_min_charges,0_0.04,250000,CO2,5.2315297834,0.0216422724,-21.66383,-118780.042545,-8766.58999,finished
1002,FEFCUQ_clean_min_charges,0_0.04,500000,CO2,9.0206892248,0.0,,,,run
1003,FEFCUQ_clean_min_charges,0_0.04,750000,CO2,10.9968176544,0.0,,,,run
1004,FEFCUQ_clean_min_charges,0_0.04,1000000,CO2,12.003465642,0.0,,,,run
1005,FEFCUQ_clean_min_charges,0_0.04,1,methanol,0.0001676391,3.27524e-05,-30.44392,-3.867761,-3.21773,finished
1006,FEFCUQ_clean_min_charges,0_0.04,10,methanol,0.0015036113,0.0001023561,-29.86996,-35.549848,-27.02542,finished
1007,FEFCUQ_clean_min_charges,0_0.04,100,methanol,0.0162711514,0.0006082578,-31.25253,-381.442022,-304.77206,finished
1008,FEFCUQ_clean_min_charges,0_0.04,200,methanol,0.0332267725,0.0004494222,-31.32772,-777.834111,-611.34235,finished
1009,FEFCUQ_clean_min_charges,0_0.04,300,methanol,0.0552213974,0.0018668759,-32.94526,-1302.104951,-983.53078,finished
1010,FEFCUQ_clean_min_charges,0_0.04,400,methanol,0.0755970464,0.0093694204,-33.38108,-1765.640568,-1347.42994,finished
1011,FEFCUQ_clean_min_charges,0_0.04,500,methanol,0.0999359826,0.0106911455,-33.77355,-2314.586599,-1791.30086,finished
1012,FEFCUQ_clean_min_charges,0_0.04,750,methanol,0.1973153156,0.0788277119,-36.25991,-4517.260317,-3144.21770,finished
1013,FEFCUQ_clean_min_charges,0_0.04,1000,methanol,0.3580037575,0.1907189499,-37.44992,-7948.437286,-4588.60248,finished
1014,FEFCUQ_clean_min_charges,0_0.04,1150,methanol,0.3546388628,0.0964522291,-37.15368,-8034.662989,-5186.81378,finished
1015,FEFCUQ_clean_min_charges,0_0.04,1300,methanol,0.5345398535,0.2010283114,-38.80818,-11833.332553,-6584.31974,finished
1016,FEFCUQ_clean_min_charges,0_0.04,1450,methanol,1.1051208364,0.8285104703,-40.20375,-22452.764523,-10204.14058,finished
1017,FEFCUQ_clean_min_charges,0_0.04,1600,methanol,1.2602426258,0.6901947436,-40.39339,-25797.544630,-10819.10355,finished
1018,FEFCUQ_clean_min_charges,0_0.04,1684,methanol,2.9695341733,0.6174193577,-44.19957,-57438.269584,-16626.39527,finished
1019,FEFCUQ_clean_min_charges,0_0.04,1700,methanol,5.8242286417,2.9175347768,-44.67103,-109692.984525,-24514.70232,finished
1020,FEFCUQ_clean_min_charges,1_0.08,1,CO2,,,,,,Nosubmission
1021,FEFCUQ_clean_min_charges,1_0.08,10,CO2,,,,,,Nosubmission
1022,FEFCUQ_clean_min_charges,1_0.08,100,CO2,,,,,,Nosubmission
1023,FEFCUQ_clean_min_charges,1_0.08,1000,CO2,,,,,,Nosubmission
1024,FEFCUQ_clean_min_charges,1_0.08,5000,CO2,,,,,,Nosubmission
1025,FEFCUQ_clean_min_charges,1_0.08,10000,CO2,,,,,,Nosubmission
1026,FEFCUQ_clean_min_charges,1_0.08,25000,CO2,,,,,,Nosubmission
1027,FEFCUQ_clean_min_charges,1_0.08,50000,CO2,,,,,,Nosubmission
1028,FEFCUQ_clean_min_charges,1_0.08,66700,CO2,,,,,,Nosubmission
1029,FEFCUQ_clean_min_charges,1_0.08,75000,CO2,,,,,,Nosubmission
1030,FEFCUQ_clean_min_charges,1_0.08,100000,CO2,,,,,,Nosubmission
1031,FEFCUQ_clean_min_charges,1_0.08,250000,CO2,,,,,,Nosubmission
1032,FEFCUQ_clean_min_charges,1_0.08,500000,CO2,,,,,,Nosubmission
1033,FEFCUQ_clean_min_charges,1_0.08,750000,CO2,,,,,,Nosubmission
1034,FEFCUQ_clean_min_charges,1_0.08,1000000,CO2,,,,,,Nosubmission
1035,FEFCUQ_clean_min_charges,1_0.08,1,methanol,,,,,,Nosubmission
1036,FEFCUQ_clean_min_charges,1_0.08,10,methanol,,,,,,Nosubmission
1037,FEFCUQ_clean_min_charges,1_0.08,100,methanol,,,,,,Nosubmission
1038,FEFCUQ_clean_min_charges,1_0.08,200,methanol,,,,,,Nosubmission
1039,FEFCUQ_clean_min_charges,1_0.08,300,methanol,,,,,,Nosubmission
1040,FEFCUQ_clean_min_charges,1_0.08,400,methanol,,,,,,Nosubmission
1041,FEFCUQ_clean_min_charges,1_0.08,500,methanol,,,,,,Nosubmission
1042,FEFCUQ_clean_min_charges,1_0.08,750,methanol,,,,,,Nosubmission
1043,FEFCUQ_clean_min_charges,1_0.08,1000,methanol,,,,,,Nosubmission
1044,FEFCUQ_clean_min_charges,1_0.08,1150,methanol,,,,,,Nosubmission
1045,FEFCUQ_clean_min_charges,1_0.08,1300,methanol,,,,,,Nosubmission
1046,FEFCUQ_clean_min_charges,1_0.08,1450,methanol,,,,,,Nosubmission
1047,FEFCUQ_clean_min_charges,1_0.08,1600,methanol,,,,,,Nosubmission
1048,FEFCUQ_clean_min_charges,1_0.08,1684,methanol,,,,,,Nosubmission
1049,FEFCUQ_clean_min_charges,1_0.08,1700,methanol,,,,,,Nosubmission
1050,FEFCUQ_clean_min_charges,0_0.08,1,CO2,2.44268e-05,6.2871e-06,-20.78439,-0.589473,-0.05153,finished
1051,FEFCUQ_clean_min_charges,0_0.08,10,CO2,0.0002308759,1.91787e-05,-20.84597,-5.637883,-0.46494,finished
1052,FEFCUQ_clean_min_charges,0_0.08,100,CO2,0.0023552067,2.74333e-05,-20.63081,-56.798400,-4.75779,finished
1053,FEFCUQ_clean_min_charges,0_0.08,1000,CO2,0.0234430511,0.0001598463,-20.63351,-564.421301,-47.43321,finished
1054,FEFCUQ_clean_min_charges,0_0.08,5000,CO2,0.1174127291,0.0006294651,-20.6779,-2823.161751,-239.21782,finished
1055,FEFCUQ_clean_min_charges,0_0.08,10000,CO2,0.2344058652,0.0017242608,-20.66435,-5625.710717,-474.52601,finished
1056,FEFCUQ_clean_min_charges,0_0.08,25000,CO2,0.5792793551,0.0041663832,-20.72081,-13830.278635,-1155.90539,finished
1057,FEFCUQ_clean_min_charges,0_0.08,50000,CO2,1.1389733074,0.0102857889,-20.77178,-26956.645998,-2229.17328,finished
1058,FEFCUQ_clean_min_charges,0_0.08,66700,CO2,1.4933209861,0.0077360202,-20.84128,-35175.444100,-2900.21098,finished
1059,FEFCUQ_clean_min_charges,0_0.08,75000,CO2,1.6620994387,0.0058955861,-20.84912,-39053.356355,-3213.12510,finished
1060,FEFCUQ_clean_min_charges,0_0.08,100000,CO2,2.1562874318,0.0103684177,-20.92977,-50272.078729,-4100.78989,finished
1061,FEFCUQ_clean_min_charges,0_0.08,250000,CO2,5.1294347767,0.0224159196,-21.5106,-113206.739273,-8858.56620,finished
1062,FEFCUQ_clean_min_charges,0_0.08,500000,CO2,8.9492534773,0.0,,,,run
1063,FEFCUQ_clean_min_charges,0_0.08,750000,CO2,10.9510415322,0.0,,,,run
1064,FEFCUQ_clean_min_charges,0_0.08,1000000,CO2,12.0147351902,0.0,,,,run
1065,FEFCUQ_clean_min_charges,0_0.08,1,methanol,-0.0,0.0,,,,init
1066,FEFCUQ_clean_min_charges,0_0.08,10,methanol,-0.0,0.0,,,,init
1067,FEFCUQ_clean_min_charges,0_0.08,100,methanol,0.0847,0.0,,,,init
1068,FEFCUQ_clean_min_charges,0_0.08,200,methanol,0.0847,0.0,,,,init
1069,FEFCUQ_clean_min_charges,0_0.08,300,methanol,-0.0001,0.0,,,,init
1070,FEFCUQ_clean_min_charges,0_0.08,400,methanol,0.4237,0.0,,,,init
1071,FEFCUQ_clean_min_charges,0_0.08,500,methanol,0.3389,0.0,,,,init
1072,FEFCUQ_clean_min_charges,0_0.08,750,methanol,0.1693,0.0,,,,init
1073,FEFCUQ_clean_min_charges,0_0.08,1000,methanol,0.1692,0.0,,,,init
1074,FEFCUQ_clean_min_charges,0_0.08,1150,methanol,0.1691,0.0,,,,init
1075,FEFCUQ_clean_min_charges,0_0.08,1300,methanol,0.0843,0.0,,,,init
1076,FEFCUQ_clean_min_charges,0_0.08,1450,methanol,0.6776,0.0,,,,init
1077,FEFCUQ_clean_min_charges,0_0.08,1600,methanol,0.4233,0.0,,,,init
1078,FEFCUQ_clean_min_charges,0_0.08,1684,methanol,0.5928,0.0,,,,init
1079,FEFCUQ_clean_min_charges,0_0.08,1700,methanol,0.508,0.0,,,,init
1080,FEFCUQ_clean_min_charges,1_0.02,1,CO2,2.52772e-05,4.9702e-06,-20.11785,-0.611781,-0.04421,finished
1081,FEFCUQ_clean_min_charges,1_0.02,10,CO2,0.000254919,2.38759e-05,-20.67879,-6.320509,-0.52004,finished
1082,FEFCUQ_clean_min_charges,1_0.02,100,CO2,0.0024261371,3.35376e-05,-20.7956,-60.607467,-4.96534,finished
1083,FEFCUQ_clean_min_charges,1_0.02,1000,CO2,0.0245023399,0.0002811309,-20.82367,-612.530780,-50.60947,finished
1084,FEFCUQ_clean_min_charges,1_0.02,5000,CO2,0.1221656403,0.0003930693,-20.85966,-3051.741373,-250.31757,finished
1085,FEFCUQ_clean_min_charges,1_0.02,10000,CO2,0.2434855399,0.0005309194,-20.88766,-6073.609856,-497.70716,finished
1086,FEFCUQ_clean_min_charges,1_0.02,25000,CO2,0.6034612454,0.0034915598,-20.96615,-14983.279065,-1216.53437,finished
1087,FEFCUQ_clean_min_charges,1_0.02,50000,CO2,1.1821738302,0.0102064088,-21.05964,-29105.222183,-2343.23752,finished
1088,FEFCUQ_clean_min_charges,1_0.02,66700,CO2,1.5311330495,0.009062043,-21.06273,-37453.158034,-2984.53963,finished
1089,FEFCUQ_clean_min_charges,1_0.02,75000,CO2,1.7033598325,0.0082375793,-21.03501,-41578.419906,-3291.67834,finished
1090,FEFCUQ_clean_min_charges,1_0.02,100000,CO2,2.2102453148,0.010847976,-21.10857,-53541.421831,-4188.63889,finished
1091,FEFCUQ_clean_min_charges,1_0.02,250000,CO2,5.1267875286,0.0151190306,-21.50115,-117214.541270,-8723.07751,finished
1092,FEFCUQ_clean_min_charges,1_0.02,500000,CO2,8.8293269334,0.0,,,,run
1093,FEFCUQ_clean_min_charges,1_0.02,750000,CO2,10.8714010005,0.0,,,,run
1094,FEFCUQ_clean_min_charges,1_0.02,1000000,CO2,11.9199136626,0.0,,,,run
1095,FEFCUQ_clean_min_charges,1_0.02,1,methanol,0.0001361077,1.56904e-05,-29.90667,-3.473393,-2.23194,finished
1096,FEFCUQ_clean_min_charges,1_0.02,10,methanol,0.0013737952,0.0001091942,-29.5891,-35.293481,-21.59512,finished
1097,FEFCUQ_clean_min_charges,1_0.02,100,methanol,0.0144615674,0.0004332336,-30.62382,-371.231705,-222.83506,finished
1098,FEFCUQ_clean_min_charges,1_0.02,200,methanol,0.0307008737,0.000719895,-31.06186,-788.863745,-478.09400,finished
1099,FEFCUQ_clean_min_charges,1_0.02,300,methanol,0.0481715317,0.002133219,-31.79357,-1228.778140,-728.56059,finished
1100,FEFCUQ_clean_min_charges,1_0.02,400,methanol,0.0681622093,0.0030743564,-32.29375,-1751.401044,-1039.70503,finished
1101,FEFCUQ_clean_min_charges,1_0.02,500,methanol,0.0952560847,0.0048762755,-33.53175,-2450.270937,-1386.89381,finished
1102,FEFCUQ_clean_min_charges,1_0.02,750,methanol,0.1559008628,0.0132002164,-34.63787,-3984.170109,-2217.37951,finished
1103,FEFCUQ_clean_min_charges,1_0.02,1000,methanol,0.2727363066,0.0589320157,-36.57902,-6680.615881,-3311.54287,finished
1104,FEFCUQ_clean_min_charges,1_0.02,1150,methanol,0.4376624472,0.2585745236,-37.42099,-10249.337604,-4421.47623,finished
1105,FEFCUQ_clean_min_charges,1_0.02,1300,methanol,0.3921715183,0.0848125468,-37.5725,-9696.989982,-4894.07120,finished
1106,FEFCUQ_clean_min_charges,1_0.02,1450,methanol,1.1323576999,0.7384296848,-40.91312,-24358.043611,-8539.15945,finished
1107,FEFCUQ_clean_min_charges,1_0.02,1600,methanol,0.8209003826,0.2954145938,-39.29243,-18545.811253,-7674.21636,finished
1108,FEFCUQ_clean_min_charges,1_0.02,1684,methanol,1.3397846172,0.7356038762,-41.20632,-28570.019951,-9568.93978,finished
1109,FEFCUQ_clean_min_charges,1_0.02,1700,methanol,4.6982015058,1.9075650676,-43.86411,-92197.741057,-20042.51111,finished
1110,FEFCUQ_clean_min_charges,1_0.04,1,CO2,2.07785e-05,7.7957e-06,-20.50935,-0.508932,-0.03842,finished
1111,FEFCUQ_clean_min_charges,1_0.04,10,CO2,0.0002260449,1.80623e-05,-20.54605,-5.524020,-0.42599,finished
1112,FEFCUQ_clean_min_charges,1_0.04,100,CO2,0.0023386835,6.07582e-05,-20.59131,-57.083948,-4.64118,finished
1113,FEFCUQ_clean_min_charges,1_0.04,1000,CO2,0.0229700142,0.0002357456,-20.57822,-559.518006,-45.21361,finished
1114,FEFCUQ_clean_min_charges,1_0.04,5000,CO2,0.1157635628,0.000397023,-20.56955,-2814.784497,-227.51827,finished
1115,FEFCUQ_clean_min_charges,1_0.04,10000,CO2,0.2312151268,0.0013680814,-20.61021,-5614.381097,-452.91195,finished
1116,FEFCUQ_clean_min_charges,1_0.04,25000,CO2,0.5709353929,0.0041982756,-20.66884,-13799.498795,-1104.27144,finished
1117,FEFCUQ_clean_min_charges,1_0.04,50000,CO2,1.1253953845,0.0070071625,-20.77148,-26996.972716,-2148.87424,finished
1118,FEFCUQ_clean_min_charges,1_0.04,66700,CO2,1.469675477,0.010439742,-20.84581,-35100.496172,-2776.30208,finished
1119,FEFCUQ_clean_min_charges,1_0.04,75000,CO2,1.6366393717,0.0051382664,-20.86648,-38949.674788,-3076.88613,finished
1120,FEFCUQ_clean_min_charges,1_0.04,100000,CO2,2.1234001119,0.0118335993,-20.86893,-50135.847977,-3926.38891,finished
1121,FEFCUQ_clean_min_charges,1_0.04,250000,CO2,4.9943153374,0.0153424717,-21.29319,-111544.100698,-8467.42865,finished
1122,FEFCUQ_clean_min_charges,1_0.04,500000,CO2,8.8013582415,0.0,,,,run
1123,FEFCUQ_clean_min_charges,1_0.04,750000,CO2,10.9505401584,0.0,,,,run
1124,FEFCUQ_clean_min_charges,1_0.04,1000000,CO2,12.1180467332,0.0,,,,run
1125,FEFCUQ_clean_min_charges,1_0.04,1,methanol,0.0001234714,1.15657e-05,-29.68299,-2.832653,-2.23545,finished
1126,FEFCUQ_clean_min_charges,1_0.04,10,methanol,0.0014700878,0.0002495013,-31.38435,-33.491206,-28.34632,finished
1127,FEFCUQ_clean_min_charges,1_0.04,100,methanol,0.0142807225,0.0007079425,-31.15311,-326.445501,-264.10186,finished
1128,FEFCUQ_clean_min_charges,1_0.04,200,methanol,0.0306511597,0.0025438603,-32.19948,-695.430530,-561.00532,finished
1129,FEFCUQ_clean_min_charges,1_0.04,300,methanol,0.0468071622,0.0018466252,-32.27569,-1072.302217,-856.17175,finished
1130,FEFCUQ_clean_min_charges,1_0.04,400,methanol,0.0690016293,0.0041064437,-33.52265,-1578.686114,-1221.29915,finished
1131,FEFCUQ_clean_min_charges,1_0.04,500,methanol,0.0879613398,0.0058632739,-33.775,-2011.830006,-1541.56944,finished
1132,FEFCUQ_clean_min_charges,1_0.04,750,methanol,0.1449566519,0.0082726648,-35.1048,-3215.818507,-2581.19713,finished
1133,FEFCUQ_clean_min_charges,1_0.04,1000,methanol,0.2457059985,0.0151023415,-36.36096,-5426.467073,-4032.15274,finished
1134,FEFCUQ_clean_min_charges,1_0.04,1150,methanol,0.3054415396,0.0750767602,-36.79271,-6791.523605,-4472.42453,finished
1135,FEFCUQ_clean_min_charges,1_0.04,1300,methanol,0.5190389402,0.3835586363,-38.1361,-10899.872092,-5862.93321,finished
1136,FEFCUQ_clean_min_charges,1_0.04,1450,methanol,0.5261388827,0.0946720344,-38.91717,-11485.410749,-6638.72812,finished
1137,FEFCUQ_clean_min_charges,1_0.04,1600,methanol,1.6878758316,1.4145875101,-41.66898,-33487.670761,-11524.56894,finished
1138,FEFCUQ_clean_min_charges,1_0.04,1684,methanol,1.415752893,0.6551888025,-40.81834,-27894.792939,-11019.24588,finished
1139,FEFCUQ_clean_min_charges,1_0.04,1700,methanol,1.0461356728,0.4835573482,-41.22468,-20862.599995,-10718.31355,finished
1140,FEFCUQ_clean_min_charges,0,1,CO2,2.47648e-05,8.8836e-06,-21.0784,-0.644257,-0.04846,finished
1141,FEFCUQ_clean_min_charges,0,10,CO2,0.0002639358,9.6714e-06,-20.95005,-6.748226,-0.53796,finished
1142,FEFCUQ_clean_min_charges,0,100,CO2,0.0026789385,3.55932e-05,-20.88827,-68.032158,-5.65386,finished
1143,FEFCUQ_clean_min_charges,0,1000,CO2,0.0268323703,0.0003552077,-20.8665,-680.903218,-56.15063,finished
1144,FEFCUQ_clean_min_charges,0,5000,CO2,0.1332447995,0.0009842892,-20.91152,-3377.711839,-278.14610,finished
1145,FEFCUQ_clean_min_charges,0,10000,CO2,0.2661782708,0.0012763068,-20.94726,-6735.087157,-555.01765,finished
1146,FEFCUQ_clean_min_charges,0,25000,CO2,0.6558676488,0.0039255998,-21.04493,-16520.583905,-1350.88547,finished
1147,FEFCUQ_clean_min_charges,0,50000,CO2,1.2846000864,0.0090651223,-21.15705,-32094.601828,-2610.11031,finished
1148,FEFCUQ_clean_min_charges,0,66700,CO2,1.6697497876,0.0069109566,-21.23366,-41499.158414,-3355.35566,finished
1149,FEFCUQ_clean_min_charges,0,75000,CO2,1.8549141382,0.0078511158,-21.21527,-45958.274068,-3703.05429,finished
1150,FEFCUQ_clean_min_charges,0,100000,CO2,2.4203891952,0.0078874218,-21.29792,-59417.114724,-4752.25685,finished
1151,FEFCUQ_clean_min_charges,0,250000,CO2,5.6035272753,0.0157627247,-22.00364,-129680.738651,-10146.34636,finished
1152,FEFCUQ_clean_min_charges,0,500000,CO2,9.3587724333,0.0,,,,run
1153,FEFCUQ_clean_min_charges,0,750000,CO2,11.1574740783,0.0,,,,run
1154,FEFCUQ_clean_min_charges,0,1000000,CO2,12.0920746669,0.0,,,,run
