,mof,conc,p,ad,q,std,heat,status,coul,vdw
1007,FEFCUQ_clean_min_charges,0_0.04,100,ethane,0.0083715449,3.12061e-05,-22.23809,finished,0.00000,-255.490477
1008,FEFCUQ_clean_min_charges,0_0.04,1000,ethane,0.0834152214,0.0006779804,-22.22875,finished,0.00000,-2540.642097
1009,FEFCUQ_clean_min_charges,0_0.04,5000,ethane,0.4080930458,0.0030258299,-22.20749,finished,0.00000,-12344.744483
1010,FEFCUQ_clean_min_charges,0_0.04,10000,ethane,0.7883063268,0.0058382861,-22.16357,finished,0.00000,-23633.674578
1011,FEFCUQ_clean_min_charges,0_0.04,25000,ethane,1.7843067794,0.0130694222,-22.18928,finished,0.00000,-52352.360022
1012,FEFCUQ_clean_min_charges,0_0.04,50000,ethane,3.1935317342,0.0112661354,-22.56776,finished,0.00000,-90678.813078
1013,FEFCUQ_clean_min_charges,0_0.04,66700,ethane,3.9762507431,0.0087008084,-22.88917,finished,0.00000,-111016.419566
1014,FEFCUQ_clean_min_charges,0_0.04,75000,ethane,4.3194767791,0.012444391,-23.10603,finished,0.00000,-119755.528656
1015,FEFCUQ_clean_min_charges,0_0.04,100000,ethane,5.1455180709,0.0069631669,-23.69228,finished,0.00000,-140457.951173
1016,FEFCUQ_clean_min_charges,0_0.04,250000,ethane,7.2860704079,0.0143191519,-26.10722,finished,0.00000,-193154.506777
1017,FEFCUQ_clean_min_charges,0_0.04,500000,ethane,8.3227186919,0.0104372102,-27.51144,finished,0.00000,-219816.908982
1018,FEFCUQ_clean_min_charges,0_0.04,750000,ethane,8.7732839282,0.0348693933,-28.01355,finished,0.00000,-232791.275447
1019,FEFCUQ_clean_min_charges,0_0.04,1000000,ethane,9.0072540762,0.006099377,-28.33817,finished,0.00000,-240548.165637
1020,FEFCUQ_clean_min_charges,1_0.08,1,ethene,2.79372e-05,5.7344e-06,-18.77781,finished,0.00000,-0.686915
1021,FEFCUQ_clean_min_charges,1_0.08,10,ethene,0.0002717841,1.08476e-05,-18.38423,finished,0.00000,-6.543587
1022,FEFCUQ_clean_min_charges,1_0.08,100,ethene,0.0026497266,6.53427e-05,-18.22836,finished,0.00000,-63.647585
1023,FEFCUQ_clean_min_charges,1_0.08,1000,ethene,0.0268266098,0.0001224101,-18.27858,finished,0.00000,-645.886707
1024,FEFCUQ_clean_min_charges,1_0.08,5000,ethene,0.1318631016,0.0006075435,-18.24006,finished,0.00000,-3164.104727
1025,FEFCUQ_clean_min_charges,1_0.08,10000,ethene,0.2599289643,0.0006553798,-18.24036,finished,0.00000,-6220.859315
1026,FEFCUQ_clean_min_charges,1_0.08,25000,ethene,0.6263606376,0.0013687459,-18.15695,finished,0.00000,-14851.073158
1027,FEFCUQ_clean_min_charges,1_0.08,50000,ethene,1.1804391506,0.0032153016,-18.0626,finished,0.00000,-27589.416830
1028,FEFCUQ_clean_min_charges,1_0.08,66700,ethene,1.510294776,0.0043140643,-17.97426,finished,0.00000,-35012.641144
1029,FEFCUQ_clean_min_charges,1_0.08,75000,ethene,1.6677238202,0.0083219656,-17.93574,finished,0.00000,-38517.832863
1030,FEFCUQ_clean_min_charges,1_0.08,100000,ethene,2.1014257229,0.0090344802,-17.93945,finished,0.00000,-47980.617748
1031,FEFCUQ_clean_min_charges,1_0.08,250000,ethene,4.2862023296,0.0068453902,-18.19471,finished,0.00000,-92987.994091
1032,FEFCUQ_clean_min_charges,1_0.08,500000,ethene,6.5033659275,0.0164519434,-19.25871,finished,0.00000,-135554.342090
1033,FEFCUQ_clean_min_charges,1_0.08,750000,ethene,7.6881962152,0.0090196639,-20.24874,finished,0.00000,-158291.398496
1034,FEFCUQ_clean_min_charges,1_0.08,1000000,ethene,8.3663708885,0.0069530515,-20.97019,finished,0.00000,-171999.064383
1035,FEFCUQ_clean_min_charges,1_0.08,1,ethane,7.48409e-05,7.4698e-06,-21.85483,finished,0.00000,-2.181049
1036,FEFCUQ_clean_min_charges,1_0.08,10,ethane,0.0007021946,9.6217e-06,-21.77548,finished,0.00000,-20.279908
1037,FEFCUQ_clean_min_charges,1_0.08,100,ethane,0.007131963,0.0001445866,-21.86324,finished,0.00000,-205.967474
1038,FEFCUQ_clean_min_charges,1_0.08,1000,ethane,0.0709605813,0.0005250907,-21.82472,finished,0.00000,-2044.091719
1039,FEFCUQ_clean_min_charges,1_0.08,5000,ethane,0.3439621363,0.0025933659,-21.69701,finished,0.00000,-9828.394302
1040,FEFCUQ_clean_min_charges,1_0.08,10000,ethane,0.6623162939,0.0023558047,-21.57321,finished,0.00000,-18737.694312
1041,FEFCUQ_clean_min_charges,1_0.08,25000,ethane,1.5054707012,0.0034997048,-21.34661,finished,0.00000,-41514.398975
1042,FEFCUQ_clean_min_charges,1_0.08,50000,ethane,2.666209134,0.0086259711,-21.29959,finished,0.00000,-70886.110629
1043,FEFCUQ_clean_min_charges,1_0.08,66700,ethane,3.3682249551,0.0082118171,-21.41807,finished,0.00000,-87740.577814
1044,FEFCUQ_clean_min_charges,1_0.08,75000,ethane,3.6919842974,0.0047326083,-21.45799,finished,0.00000,-95321.051589
1045,FEFCUQ_clean_min_charges,1_0.08,100000,ethane,4.5708223615,0.0119521671,-21.67071,finished,0.00000,-115290.205970
1046,FEFCUQ_clean_min_charges,1_0.08,250000,ethane,7.5199274514,0.0076295906,-24.17565,finished,0.00000,-178291.117932
1047,FEFCUQ_clean_min_charges,1_0.08,500000,ethane,8.9532835381,0.0045557962,-26.37193,finished,0.00000,-209495.673431
1048,FEFCUQ_clean_min_charges,1_0.08,750000,ethane,9.5024687729,0.0223268932,-27.33327,finished,0.00000,-222899.913261
1049,FEFCUQ_clean_min_charges,1_0.08,1000000,ethane,9.7812067806,0.0037582947,-27.76761,finished,0.00000,-230807.369234
1050,FEFCUQ_clean_min_charges,0_0.08,1,ethene,3.13776e-05,3.4581e-06,-18.61978,finished,0.00000,-0.775094
1051,FEFCUQ_clean_min_charges,0_0.08,10,ethene,0.000301232,7.566e-06,-18.6695,finished,0.00000,-7.505151
1052,FEFCUQ_clean_min_charges,0_0.08,100,ethene,0.0029685845,5.1262e-05,-18.60907,finished,0.00000,-73.880144
1053,FEFCUQ_clean_min_charges,0_0.08,1000,ethene,0.0299919753,0.0001031378,-18.60726,finished,0.00000,-746.619532
1054,FEFCUQ_clean_min_charges,0_0.08,5000,ethene,0.1473093902,0.0009583744,-18.61276,finished,0.00000,-3658.796431
1055,FEFCUQ_clean_min_charges,0_0.08,10000,ethene,0.2905940674,0.0005606004,-18.56816,finished,0.00000,-7194.092342
1056,FEFCUQ_clean_min_charges,0_0.08,25000,ethene,0.70537714,0.0073908209,-18.59328,finished,0.00000,-17344.802791
1057,FEFCUQ_clean_min_charges,0_0.08,50000,ethene,1.32430545,0.0043753337,-18.58341,finished,0.00000,-32179.130557
1058,FEFCUQ_clean_min_charges,0_0.08,66700,ethene,1.6889625958,0.0097870037,-18.61148,finished,0.00000,-40764.418549
1059,FEFCUQ_clean_min_charges,0_0.08,75000,ethene,1.8643950785,0.0047754288,-18.63416,finished,0.00000,-44856.874351
1060,FEFCUQ_clean_min_charges,0_0.08,100000,ethene,2.3554126415,0.0066369445,-18.74639,finished,0.00000,-56172.598495
1061,FEFCUQ_clean_min_charges,0_0.08,250000,ethene,4.6395488042,0.0177783186,-19.58743,finished,0.00000,-106742.522457
1062,FEFCUQ_clean_min_charges,0_0.08,500000,ethene,6.4576112181,0.0157208776,-20.88685,finished,0.00000,-145830.975577
1063,FEFCUQ_clean_min_charges,0_0.08,750000,ethene,7.313072974,0.0127208324,-21.72093,finished,0.00000,-164890.445464
1064,FEFCUQ_clean_min_charges,0_0.08,1000000,ethene,7.8094184997,0.0066646921,-22.18686,finished,0.00000,-176717.383395
1065,FEFCUQ_clean_min_charges,0_0.08,1,ethane,7.95198e-05,1.05593e-05,-22.04746,finished,0.00000,-2.364362
1066,FEFCUQ_clean_min_charges,0_0.08,10,ethane,0.0008001141,3.49579e-05,-22.0291,finished,0.00000,-23.720503
1067,FEFCUQ_clean_min_charges,0_0.08,100,ethane,0.0080325012,8.33307e-05,-22.00543,finished,0.00000,-237.522815
1068,FEFCUQ_clean_min_charges,0_0.08,1000,ethane,0.0798645781,0.0003727535,-22.03355,finished,0.00000,-2361.178920
1069,FEFCUQ_clean_min_charges,0_0.08,5000,ethane,0.3892138424,0.0011523707,-21.99483,finished,0.00000,-11424.100746
1070,FEFCUQ_clean_min_charges,0_0.08,10000,ethane,0.7555470423,0.0060472938,-21.94798,finished,0.00000,-21981.452088
1071,FEFCUQ_clean_min_charges,0_0.08,25000,ethane,1.7217151436,0.0146562192,-21.96886,finished,0.00000,-48987.945432
1072,FEFCUQ_clean_min_charges,0_0.08,50000,ethane,3.1101426675,0.0058899358,-22.38968,finished,0.00000,-85840.698971
1073,FEFCUQ_clean_min_charges,0_0.08,66700,ethane,3.8795967088,0.0051843034,-22.80245,finished,0.00000,-105375.503223
1074,FEFCUQ_clean_min_charges,0_0.08,75000,ethane,4.2224380176,0.0123363431,-22.98152,finished,0.00000,-114029.943433
1075,FEFCUQ_clean_min_charges,0_0.08,100000,ethane,5.0331742322,0.0047995573,-23.62707,finished,0.00000,-134023.699574
1076,FEFCUQ_clean_min_charges,0_0.08,250000,ethane,7.1377470747,0.0115847677,-26.10662,finished,0.00000,-185557.306429
1077,FEFCUQ_clean_min_charges,0_0.08,500000,ethane,8.1479641453,0.0078213252,-27.48844,finished,0.00000,-211355.714342
1078,FEFCUQ_clean_min_charges,0_0.08,750000,ethane,8.555525425,0.0182459809,-27.83774,finished,0.00000,-222971.640326
1079,FEFCUQ_clean_min_charges,0_0.08,1000000,ethane,8.7698578353,0.0260410323,-28.15771,finished,0.00000,-230300.847835
1080,FEFCUQ_clean_min_charges,1_0.02,1,ethene,2.75904e-05,7.0439e-06,-19.06614,finished,0.00000,-0.713459
1081,FEFCUQ_clean_min_charges,1_0.02,10,ethene,0.0002988629,1.37249e-05,-19.00036,finished,0.00000,-7.780738
1082,FEFCUQ_clean_min_charges,1_0.02,100,ethene,0.0031637102,6.5429e-05,-18.87846,finished,0.00000,-82.192651
1083,FEFCUQ_clean_min_charges,1_0.02,1000,ethene,0.031150158,0.0004808534,-18.88518,finished,0.00000,-808.330681
1084,FEFCUQ_clean_min_charges,1_0.02,5000,ethene,0.1541802518,0.000773076,-18.87105,finished,0.00000,-3989.770474
1085,FEFCUQ_clean_min_charges,1_0.02,10000,ethene,0.3052710815,0.0022948934,-18.88412,finished,0.00000,-7881.088978
1086,FEFCUQ_clean_min_charges,1_0.02,25000,ethene,0.7333725809,0.0023353121,-18.8349,finished,0.00000,-18769.177391
1087,FEFCUQ_clean_min_charges,1_0.02,50000,ethene,1.3729419411,0.0089267286,-18.8631,finished,0.00000,-34713.417963
1088,FEFCUQ_clean_min_charges,1_0.02,66700,ethene,1.7433034169,0.0041301841,-18.79357,finished,0.00000,-43771.350852
1089,FEFCUQ_clean_min_charges,1_0.02,75000,ethene,1.9121953557,0.0053488604,-18.83569,finished,0.00000,-47845.277773
1090,FEFCUQ_clean_min_charges,1_0.02,100000,ethene,2.4327210772,0.0125610616,-18.89405,finished,0.00000,-60228.153239
1091,FEFCUQ_clean_min_charges,1_0.02,250000,ethene,4.7597355282,0.0123189894,-19.5007,finished,0.00000,-112724.331828
1092,FEFCUQ_clean_min_charges,1_0.02,500000,ethene,6.7073598498,0.0091775017,-20.77524,finished,0.00000,-154594.380150
1093,FEFCUQ_clean_min_charges,1_0.02,750000,ethene,7.6477651555,0.0127978088,-21.65294,finished,0.00000,-175271.036488
1094,FEFCUQ_clean_min_charges,1_0.02,1000000,ethene,8.1768017242,0.0078959851,-22.24772,finished,0.00000,-187702.089740
1095,FEFCUQ_clean_min_charges,1_0.02,1,ethane,8.32525e-05,1.14491e-05,-22.67104,finished,0.00000,-2.598820
1096,FEFCUQ_clean_min_charges,1_0.02,10,ethane,0.0008506937,4.16468e-05,-22.53167,finished,0.00000,-26.468052
1097,FEFCUQ_clean_min_charges,1_0.02,100,ethane,0.0085036333,8.15173e-05,-22.37181,finished,0.00000,-262.629729
1098,FEFCUQ_clean_min_charges,1_0.02,1000,ethane,0.0844768728,0.0004169356,-22.3824,finished,0.00000,-2608.657830
1099,FEFCUQ_clean_min_charges,1_0.02,5000,ethane,0.4119491146,0.0010682727,-22.3741,finished,0.00000,-12625.449371
1100,FEFCUQ_clean_min_charges,1_0.02,10000,ethane,0.7958705777,0.0058902588,-22.31811,finished,0.00000,-24175.752052
1101,FEFCUQ_clean_min_charges,1_0.02,25000,ethane,1.7882449238,0.0059014385,-22.30088,finished,0.00000,-53082.669569
1102,FEFCUQ_clean_min_charges,1_0.02,50000,ethane,3.2043483252,0.0083492361,-22.50662,finished,0.00000,-91831.418997
1103,FEFCUQ_clean_min_charges,1_0.02,66700,ethane,3.9890502457,0.0119596534,-22.83181,finished,0.00000,-112155.382872
1104,FEFCUQ_clean_min_charges,1_0.02,75000,ethane,4.3374084965,0.0192026298,-23.00617,finished,0.00000,-121062.352297
1105,FEFCUQ_clean_min_charges,1_0.02,100000,ethane,5.1818342205,0.0097612042,-23.46195,finished,0.00000,-142025.020712
1106,FEFCUQ_clean_min_charges,1_0.02,250000,ethane,7.4548432727,0.011659122,-25.87413,finished,0.00000,-196869.611712
1107,FEFCUQ_clean_min_charges,1_0.02,500000,ethane,8.5509900712,0.0121797037,-27.43061,finished,0.00000,-224471.332542
1108,FEFCUQ_clean_min_charges,1_0.02,750000,ethane,8.9997924635,0.0111031304,-28.08144,finished,0.00000,-237097.820454
1109,FEFCUQ_clean_min_charges,1_0.02,1000000,ethane,9.2443710621,0.0098650395,-28.37389,finished,0.00000,-245089.814263
1110,FEFCUQ_clean_min_charges,1_0.04,1,ethene,2.69773e-05,2.9042e-06,-18.42223,finished,0.00000,-0.687164
1111,FEFCUQ_clean_min_charges,1_0.04,10,ethene,0.0002935619,1.34905e-05,-18.60685,finished,0.00000,-7.397686
1112,FEFCUQ_clean_min_charges,1_0.04,100,ethene,0.0028709542,0.0001081992,-18.61741,finished,0.00000,-72.390636
1113,FEFCUQ_clean_min_charges,1_0.04,1000,ethene,0.0289534404,0.0003690774,-18.56816,finished,0.00000,-728.367685
1114,FEFCUQ_clean_min_charges,1_0.04,5000,ethene,0.1436028077,0.0008054884,-18.56032,finished,0.00000,-3602.332628
1115,FEFCUQ_clean_min_charges,1_0.04,10000,ethene,0.2824605561,0.001593539,-18.55565,finished,0.00000,-7067.102179
1116,FEFCUQ_clean_min_charges,1_0.04,25000,ethene,0.6829569877,0.0049039109,-18.54181,finished,0.00000,-16956.640251
1117,FEFCUQ_clean_min_charges,1_0.04,50000,ethene,1.2867813813,0.0077613468,-18.54431,finished,0.00000,-31586.186637
1118,FEFCUQ_clean_min_charges,1_0.04,66700,ethene,1.6453365803,0.0097277614,-18.54795,finished,0.00000,-40126.086468
1119,FEFCUQ_clean_min_charges,1_0.04,75000,ethene,1.8101858982,0.0077718787,-18.4959,finished,0.00000,-43965.915974
1120,FEFCUQ_clean_min_charges,1_0.04,100000,ethene,2.2947261261,0.0101639153,-18.56124,finished,0.00000,-55214.908904
1121,FEFCUQ_clean_min_charges,1_0.04,250000,ethene,4.5803270639,0.0148650193,-19.17068,finished,0.00000,-105573.918265
1122,FEFCUQ_clean_min_charges,1_0.04,500000,ethene,6.5646744089,0.0103209153,-20.30341,finished,0.00000,-147219.111031
1123,FEFCUQ_clean_min_charges,1_0.04,750000,ethene,7.535537282,0.0103743107,-21.19525,finished,0.00000,-168006.924496
1124,FEFCUQ_clean_min_charges,1_0.04,1000000,ethene,8.1070811696,0.0044293647,-21.85397,finished,0.00000,-181016.348742
1125,FEFCUQ_clean_min_charges,1_0.04,1,ethane,7.23761e-05,1.03572e-05,-22.03061,finished,0.00000,-2.182943
1126,FEFCUQ_clean_min_charges,1_0.04,10,ethane,0.0007887605,2.94363e-05,-22.01299,finished,0.00000,-23.605000
1127,FEFCUQ_clean_min_charges,1_0.04,100,ethane,0.0077679913,7.65656e-05,-22.04036,finished,0.00000,-232.821541
1128,FEFCUQ_clean_min_charges,1_0.04,1000,ethane,0.077055185,0.0004994605,-22.02666,finished,0.00000,-2306.734236
1129,FEFCUQ_clean_min_charges,1_0.04,5000,ethane,0.376096302,0.0019931729,-21.98541,finished,0.00000,-11173.627035
1130,FEFCUQ_clean_min_charges,1_0.04,10000,ethane,0.7336608643,0.0015849352,-21.95373,finished,0.00000,-21624.388555
1131,FEFCUQ_clean_min_charges,1_0.04,25000,ethane,1.663784165,0.0102600898,-21.93373,finished,0.00000,-47948.232126
1132,FEFCUQ_clean_min_charges,1_0.04,50000,ethane,2.9854246882,0.0120180856,-22.09006,finished,0.00000,-83283.853897
1133,FEFCUQ_clean_min_charges,1_0.04,66700,ethane,3.754281417,0.0162983282,-22.35611,finished,0.00000,-102859.300332
1134,FEFCUQ_clean_min_charges,1_0.04,75000,ethane,4.0889283371,0.0151978987,-22.51291,finished,0.00000,-111168.277543
1135,FEFCUQ_clean_min_charges,1_0.04,100000,ethane,4.9553182965,0.0079379179,-23.01335,finished,0.00000,-132322.547383
1136,FEFCUQ_clean_min_charges,1_0.04,250000,ethane,7.3181711118,0.0126439275,-25.28939,finished,0.00000,-187934.398942
1137,FEFCUQ_clean_min_charges,1_0.04,500000,ethane,8.4863411895,0.015425656,-27.05325,finished,0.00000,-216417.942578
1138,FEFCUQ_clean_min_charges,1_0.04,750000,ethane,8.9803107576,0.0100247785,-27.76364,finished,0.00000,-229861.997278
1139,FEFCUQ_clean_min_charges,1_0.04,1000000,ethane,9.224318487,0.0143328265,-27.8573,finished,0.00000,-237504.999587
1140,FEFCUQ_clean_min_charges,0,1,ethene,3.38862e-05,9.2666e-06,-19.20618,finished,0.00000,-0.897160
1141,FEFCUQ_clean_min_charges,0,10,ethene,0.0003217591,2.14717e-05,-19.09243,finished,0.00000,-8.534639
1142,FEFCUQ_clean_min_charges,0,100,ethene,0.0033136913,6.58241e-05,-18.85061,finished,0.00000,-87.025415
1143,FEFCUQ_clean_min_charges,0,1000,ethene,0.0322337118,9.22149e-05,-18.95294,finished,0.00000,-850.962089
1144,FEFCUQ_clean_min_charges,0,5000,ethene,0.1598733941,0.0007078296,-18.94952,finished,0.00000,-4209.983819
1145,FEFCUQ_clean_min_charges,0,10000,ethene,0.3159761683,0.0014365451,-18.94963,finished,0.00000,-8297.816739
1146,FEFCUQ_clean_min_charges,0,25000,ethene,0.7619757725,0.0034980385,-18.96893,finished,0.00000,-19856.161511
1147,FEFCUQ_clean_min_charges,0,50000,ethene,1.4245992527,0.0071163066,-18.98967,finished,0.00000,-36693.760199
1148,FEFCUQ_clean_min_charges,0,66700,ethene,1.8106983925,0.0084568874,-19.01231,finished,0.00000,-46331.975374
1149,FEFCUQ_clean_min_charges,0,75000,ethene,1.9928841116,0.0096521241,-19.06324,finished,0.00000,-50828.689288
1150,FEFCUQ_clean_min_charges,0,100000,ethene,2.5328325793,0.0128730781,-19.10519,finished,0.00000,-63942.248552
1151,FEFCUQ_clean_min_charges,0,250000,ethene,4.8916096386,0.0136561312,-19.93578,finished,0.00000,-118613.158838
1152,FEFCUQ_clean_min_charges,0,500000,ethene,6.7575929189,0.0105167382,-21.24011,finished,0.00000,-160258.100996
1153,FEFCUQ_clean_min_charges,0,750000,ethene,7.6318202155,0.0105451122,-22.14095,finished,0.00000,-180363.560964
1154,FEFCUQ_clean_min_charges,0,1000000,ethene,8.1324826025,0.0114280424,-22.67022,finished,0.00000,-192785.467024
1155,FEFCUQ_clean_min_charges,0,1,ethane,8.66598e-05,1.07573e-05,-22.52292,finished,0.00000,-2.736795
1156,FEFCUQ_clean_min_charges,0,10,ethane,0.0008853297,3.3897e-05,-22.5305,finished,0.00000,-27.864065
1157,FEFCUQ_clean_min_charges,0,100,ethane,0.0088700733,0.0001089386,-22.41194,finished,0.00000,-278.279371
1158,FEFCUQ_clean_min_charges,0,1000,ethane,0.0878418294,0.0002906687,-22.44205,finished,0.00000,-2755.095937
1159,FEFCUQ_clean_min_charges,0,5000,ethane,0.4297097984,0.0031047147,-22.42211,finished,0.00000,-13377.621927
1160,FEFCUQ_clean_min_charges,0,10000,ethane,0.8323929703,0.0016616379,-22.4132,finished,0.00000,-25699.768678
1161,FEFCUQ_clean_min_charges,0,25000,ethane,1.8730263219,0.0038768704,-22.46019,finished,0.00000,-56559.931389
1162,FEFCUQ_clean_min_charges,0,50000,ethane,3.3626074381,0.0096670111,-22.84583,finished,0.00000,-98149.969976
1163,FEFCUQ_clean_min_charges,0,66700,ethane,4.1630529086,0.0141604329,-23.22816,finished,0.00000,-119432.812001
1164,FEFCUQ_clean_min_charges,0,75000,ethane,4.5138266102,0.0119896338,-23.43923,finished,0.00000,-128623.955227
1165,FEFCUQ_clean_min_charges,0,100000,ethane,5.3327815079,0.0182312409,-24.05305,finished,0.00000,-149544.940364
1166,FEFCUQ_clean_min_charges,0,250000,ethane,7.4129663854,0.0136344547,-26.45764,finished,0.00000,-201902.404517
1167,FEFCUQ_clean_min_charges,0,500000,ethane,8.4319181164,0.0085457676,-27.91747,finished,0.00000,-228801.893604
1168,FEFCUQ_clean_min_charges,0,750000,ethane,8.8673035419,0.0132852047,-28.39898,finished,0.00000,-241713.141846
1169,FEFCUQ_clean_min_charges,0,1000000,ethane,9.0839907035,0.0179169994,-28.79726,finished,0.00000,-249355.577634
1170,DEYLUQ_clean_min_charges,1_0.03,1,ethene,5.28081e-05,9.2145e-06,-23.19137,finished,0.00000,-3.812506
1171,DEYLUQ_clean_min_charges,1_0.03,10,ethene,0.0005154253,3.02576e-05,-23.40659,finished,0.00000,-37.599563
1172,DEYLUQ_clean_min_charges,1_0.03,100,ethene,0.0051884151,6.70017e-05,-23.37926,finished,0.00000,-377.950850
1173,DEYLUQ_clean_min_charges,1_0.03,1000,ethene,0.0511560671,0.0001963626,-23.46536,finished,0.00000,-3723.877030
1174,DEYLUQ_clean_min_charges,1_0.03,5000,ethene,0.2374588064,0.001288091,-23.87926,finished,0.00000,-17274.088982
1175,DEYLUQ_clean_min_charges,1_0.03,10000,ethene,0.4327931734,0.0013492701,-24.30863,finished,0.00000,-31476.970212
1176,DEYLUQ_clean_min_charges,1_0.03,25000,ethene,0.8067992927,0.0032342202,-25.26467,finished,0.00000,-58787.837860
1177,DEYLUQ_clean_min_charges,1_0.03,50000,ethene,1.1313985067,0.0049418186,-26.14665,finished,0.00000,-82644.560119
1178,DEYLUQ_clean_min_charges,1_0.03,66700,ethene,1.2599976407,0.0045232002,-26.4479,finished,0.00000,-92188.027838
1179,DEYLUQ_clean_min_charges,1_0.03,75000,ethene,1.3090997619,0.0038286868,-26.53637,finished,0.00000,-95834.001923
1180,DEYLUQ_clean_min_charges,1_0.03,100000,ethene,1.4214962573,0.0029828175,-26.87089,finished,0.00000,-104275.170439
1181,DEYLUQ_clean_min_charges,1_0.03,250000,ethene,1.7083589897,0.00562051,-27.40101,finished,0.00000,-126286.935068
1182,DEYLUQ_clean_min_charges,1_0.03,500000,ethene,1.8638156225,0.0055354113,-27.54847,finished,0.00000,-139181.171863
1183,DEYLUQ_clean_min_charges,1_0.03,750000,ethene,1.9338336849,0.0045224937,-27.56786,finished,0.00000,-145841.875847
1184,DEYLUQ_clean_min_charges,1_0.03,1000000,ethene,1.9690248403,0.0016350397,-27.35588,finished,0.00000,-149990.405291
1185,DEYLUQ_clean_min_charges,1_0.03,1,ethane,0.0001924546,6.8909e-06,-27.38524,finished,0.00000,-16.537921
1186,DEYLUQ_clean_min_charges,1_0.03,10,ethane,0.001967779,3.49586e-05,-27.32299,finished,0.00000,-168.787513
1187,DEYLUQ_clean_min_charges,1_0.03,100,ethane,0.0197529167,0.0002150581,-27.35962,finished,0.00000,-1693.874206
1188,DEYLUQ_clean_min_charges,1_0.03,1000,ethane,0.1871217978,0.0008624336,-27.8618,finished,0.00000,-16033.381780
1189,DEYLUQ_clean_min_charges,1_0.03,5000,ethane,0.697452934,0.0019770129,-29.47233,finished,0.00000,-59780.766335
1190,DEYLUQ_clean_min_charges,1_0.03,10000,ethane,1.0003690086,0.001694919,-30.6147,finished,0.00000,-85928.426670
1191,DEYLUQ_clean_min_charges,1_0.03,25000,ethane,1.3520019136,0.0030935659,-32.00446,finished,0.00000,-116527.511905
1192,DEYLUQ_clean_min_charges,1_0.03,50000,ethane,1.55501732,0.0028329819,-32.65532,finished,0.00000,-134385.431356
1193,DEYLUQ_clean_min_charges,1_0.03,66700,ethane,1.624176099,0.004941422,-32.70984,finished,0.00000,-140576.346383
1194,DEYLUQ_clean_min_charges,1_0.03,75000,ethane,1.6511056581,0.002368022,-32.67575,finished,0.00000,-142962.551008
1195,DEYLUQ_clean_min_charges,1_0.03,100000,ethane,1.7076376472,0.0026536483,-32.7792,finished,0.00000,-148070.734580
1196,DEYLUQ_clean_min_charges,1_0.03,250000,ethane,1.8555775313,0.0033138074,-32.4223,finished,0.00000,-161904.193916
1197,DEYLUQ_clean_min_charges,1_0.03,500000,ethane,1.9298302211,0.0068849656,-31.71626,finished,0.00000,-170126.148937
1198,DEYLUQ_clean_min_charges,1_0.03,750000,ethane,1.9635380104,0.0052050157,-32.21605,finished,0.00000,-174794.123970
1199,DEYLUQ_clean_min_charges,1_0.03,1000000,ethane,1.9755363855,0.0120082209,-31.5162,finished,0.00000,-177790.710378
1200,DEYLUQ_clean_min_charges,0_0.01,1,ethene,4.8909e-05,4.0064e-06,-22.78462,finished,0.00000,-3.539962
1201,DEYLUQ_clean_min_charges,0_0.01,10,ethene,0.0004598278,1.06369e-05,-23.0536,finished,0.00000,-33.477112
1202,DEYLUQ_clean_min_charges,0_0.01,100,ethene,0.0046237107,5.55555e-05,-23.03148,finished,0.00000,-335.911568
1203,DEYLUQ_clean_min_charges,0_0.01,1000,ethene,0.0456356051,0.0003357792,-23.15111,finished,0.00000,-3317.385025
1204,DEYLUQ_clean_min_charges,0_0.01,5000,ethene,0.2146205043,0.0009376316,-23.61254,finished,0.00000,-15609.306645
1205,DEYLUQ_clean_min_charges,0_0.01,10000,ethene,0.3956889213,0.0012027639,-24.09258,finished,0.00000,-28800.382095
1206,DEYLUQ_clean_min_charges,0_0.01,25000,ethene,0.756076544,0.0038513547,-25.07398,finished,0.00000,-55193.209198
1207,DEYLUQ_clean_min_charges,0_0.01,50000,ethene,1.066959764,0.0022321996,-25.97436,finished,0.00000,-78200.268213
1208,DEYLUQ_clean_min_charges,0_0.01,66700,ethene,1.1936949869,0.0027412238,-26.44368,finished,0.00000,-87679.226332
1209,DEYLUQ_clean_min_charges,0_0.01,75000,ethene,1.2388314603,0.003160018,-26.57039,finished,0.00000,-91053.506127
1210,DEYLUQ_clean_min_charges,0_0.01,100000,ethene,1.3509363273,0.0043137233,-26.89791,finished,0.00000,-99532.114824
1211,DEYLUQ_clean_min_charges,0_0.01,250000,ethene,1.6283287244,0.0027779693,-27.63791,finished,0.00000,-121155.346306
1212,DEYLUQ_clean_min_charges,0_0.01,500000,ethene,1.7812454343,0.0027313683,-27.81289,finished,0.00000,-134033.420300
1213,DEYLUQ_clean_min_charges,0_0.01,750000,ethene,1.8475282139,0.0052023556,-27.65863,finished,0.00000,-140423.022694
1214,DEYLUQ_clean_min_charges,0_0.01,1000000,ethene,1.8883171937,0.0040345136,-27.55808,finished,0.00000,-144991.131288
1215,DEYLUQ_clean_min_charges,0_0.01,1,ethane,0.0001712312,9.5108e-06,-26.8681,finished,0.00000,-14.638718
1216,DEYLUQ_clean_min_charges,0_0.01,10,ethane,0.0017165746,2.10586e-05,-26.90299,finished,0.00000,-146.673229
1217,DEYLUQ_clean_min_charges,0_0.01,100,ethane,0.0171682752,0.000116337,-26.96945,finished,0.00000,-1468.554164
