,mof,conc,p,ad,q,std,heat,status
288,CUNWEO_clean_min_charges,0_0.03,1000,ethane,,,,Nosubmission
289,CUNWEO_clean_min_charges,0_0.03,5000,ethane,,,,Nosubmission
290,CUNWEO_clean_min_charges,0_0.03,10000,ethane,,,,Nosubmission
291,CUNWEO_clean_min_charges,0_0.03,25000,ethane,,,,Nosubmission
292,CUNWEO_clean_min_charges,0_0.03,50000,ethane,,,,Nosubmission
293,CUNWEO_clean_min_charges,0_0.03,66700,ethane,,,,Nosubmission
294,CUNWEO_clean_min_charges,0_0.03,75000,ethane,,,,Nosubmission
295,CUNWEO_clean_min_charges,0_0.03,100000,ethane,,,,Nosubmission
296,CUNWEO_clean_min_charges,0_0.03,250000,ethane,,,,Nosubmission
297,CUNWEO_clean_min_charges,0_0.03,500000,ethane,,,,Nosubmission
298,CUNWEO_clean_min_charges,0_0.03,750000,ethane,,,,Nosubmission
299,CUNWEO_clean_min_charges,0_0.03,1000000,ethane,,,,Nosubmission
300,CUNWEO_clean_min_charges,0_0.06,1,ethene,,,,Nosubmission
301,CUNWEO_clean_min_charges,0_0.06,10,ethene,,,,Nosubmission
302,CUNWEO_clean_min_charges,0_0.06,100,ethene,,,,Nosubmission
303,CUNWEO_clean_min_charges,0_0.06,1000,ethene,,,,Nosubmission
304,CUNWEO_clean_min_charges,0_0.06,5000,ethene,,,,Nosubmission
305,CUNWEO_clean_min_charges,0_0.06,10000,ethene,,,,Nosubmission
306,CUNWEO_clean_min_charges,0_0.06,25000,ethene,,,,Nosubmission
307,CUNWEO_clean_min_charges,0_0.06,50000,ethene,,,,Nosubmission
308,CUNWEO_clean_min_charges,0_0.06,66700,ethene,,,,Nosubmission
309,CUNWEO_clean_min_charges,0_0.06,75000,ethene,,,,Nosubmission
310,CUNWEO_clean_min_charges,0_0.06,100000,ethene,,,,Nosubmission
311,CUNWEO_clean_min_charges,0_0.06,250000,ethene,,,,Nosubmission
312,CUNWEO_clean_min_charges,0_0.06,500000,ethene,,,,Nosubmission
313,CUNWEO_clean_min_charges,0_0.06,750000,ethene,,,,Nosubmission
314,CUNWEO_clean_min_charges,0_0.06,1000000,ethene,,,,Nosubmission
315,CUNWEO_clean_min_charges,0_0.06,1,ethane,,,,Nosubmission
316,CUNWEO_clean_min_charges,0_0.06,10,ethane,,,,Nosubmission
317,CUNWEO_clean_min_charges,0_0.06,100,ethane,,,,Nosubmission
318,CUNWEO_clean_min_charges,0_0.06,1000,ethane,,,,Nosubmission
319,CUNWEO_clean_min_charges,0_0.06,5000,ethane,,,,Nosubmission
320,CUNWEO_clean_min_charges,0_0.06,10000,ethane,,,,Nosubmission
321,CUNWEO_clean_min_charges,0_0.06,25000,ethane,,,,Nosubmission
322,CUNWEO_clean_min_charges,0_0.06,50000,ethane,,,,Nosubmission
323,CUNWEO_clean_min_charges,0_0.06,66700,ethane,,,,Nosubmission
324,CUNWEO_clean_min_charges,0_0.06,75000,ethane,,,,Nosubmission
325,CUNWEO_clean_min_charges,0_0.06,100000,ethane,,,,Nosubmission
326,CUNWEO_clean_min_charges,0_0.06,250000,ethane,,,,Nosubmission
327,CUNWEO_clean_min_charges,0_0.06,500000,ethane,,,,Nosubmission
328,CUNWEO_clean_min_charges,0_0.06,750000,ethane,,,,Nosubmission
329,CUNWEO_clean_min_charges,0_0.06,1000000,ethane,,,,Nosubmission
330,BENXUP_clean_min_charges,0_0.03,1,ethene,2.8144e-06,9.877e-07,-25.4195,finished
331,BENXUP_clean_min_charges,0_0.03,10,ethene,3.02266e-05,3.0976e-06,-25.808,finished
332,BENXUP_clean_min_charges,0_0.03,100,ethene,0.0003123805,1.20803e-05,-25.81867,finished
333,BENXUP_clean_min_charges,0_0.03,1000,ethene,0.0030925651,3.64586e-05,-25.85743,finished
334,BENXUP_clean_min_charges,0_0.03,5000,ethene,0.014939769,0.0001651198,-25.83605,finished
335,BENXUP_clean_min_charges,0_0.03,10000,ethene,0.0289253574,0.0004171424,-25.77012,finished
336,BENXUP_clean_min_charges,0_0.03,25000,ethene,0.0673405212,0.001115588,-25.6307,finished
337,BENXUP_clean_min_charges,0_0.03,50000,ethene,0.1240484874,0.0015226543,-25.54091,finished
338,BENXUP_clean_min_charges,0_0.03,66700,ethene,0.1573072965,0.0014775321,-25.39634,finished
339,BENXUP_clean_min_charges,0_0.03,75000,ethene,0.1721647559,0.002172874,-25.46799,finished
340,BENXUP_clean_min_charges,0_0.03,100000,ethene,0.2147942853,0.002725942,-25.31572,finished
341,BENXUP_clean_min_charges,0_0.03,250000,ethene,0.4284682335,0.003507657,-25.2379,finished
342,BENXUP_clean_min_charges,0_0.03,500000,ethene,0.7053038996,0.0118136446,-25.34653,finished
343,BENXUP_clean_min_charges,0_0.03,750000,ethene,0.9520496399,0.011864552,-25.50975,finished
344,BENXUP_clean_min_charges,0_0.03,1000000,ethene,1.1526204663,0.0157139564,-25.67815,finished
345,BENXUP_clean_min_charges,0_0.03,1,ethane,5.6405e-06,8.973e-07,-30.412,finished
346,BENXUP_clean_min_charges,0_0.03,10,ethane,5.57601e-05,4.4312e-06,-30.20711,finished
347,BENXUP_clean_min_charges,0_0.03,100,ethane,0.0005573533,2.03299e-05,-30.24739,finished
348,BENXUP_clean_min_charges,0_0.03,1000,ethane,0.005520973,4.24485e-05,-30.2297,finished
349,BENXUP_clean_min_charges,0_0.03,5000,ethane,0.0255620867,0.0007174453,-30.09722,finished
350,BENXUP_clean_min_charges,0_0.03,10000,ethane,0.0459367326,0.0004674824,-29.99064,finished
351,BENXUP_clean_min_charges,0_0.03,25000,ethane,0.0922764378,0.0018115077,-29.54812,finished
352,BENXUP_clean_min_charges,0_0.03,50000,ethane,0.1374632799,0.0012810392,-28.80317,finished
353,BENXUP_clean_min_charges,0_0.03,66700,ethane,0.1599889045,0.0027743536,-28.2376,finished
354,BENXUP_clean_min_charges,0_0.03,75000,ethane,0.1682171047,0.0026138686,-28.0899,finished
355,BENXUP_clean_min_charges,0_0.03,100000,ethane,0.1904601681,0.0016710232,-27.37684,finished
356,BENXUP_clean_min_charges,0_0.03,250000,ethane,0.2813270159,0.0044463152,-25.98277,finished
357,BENXUP_clean_min_charges,0_0.03,500000,ethane,0.3947086088,0.004368777,-25.57627,finished
358,BENXUP_clean_min_charges,0_0.03,750000,ethane,0.48949294,0.0051521463,-25.62233,finished
359,BENXUP_clean_min_charges,0_0.03,1000000,ethane,0.592212166,0.0120674497,-25.63237,finished
360,BENXUP_clean_min_charges,0_0.06,1,ethene,-7.4e-09,0.0,,finished
361,BENXUP_clean_min_charges,0_0.06,10,ethene,7.73e-08,2.8e-07,,finished
362,BENXUP_clean_min_charges,0_0.06,100,ethene,1.0757e-06,1.2792e-06,-25.03567,finished
363,BENXUP_clean_min_charges,0_0.06,1000,ethene,1.17146e-05,4.9014e-06,-24.57175,finished
364,BENXUP_clean_min_charges,0_0.06,5000,ethene,6.19422e-05,9.1596e-06,-24.41231,finished
365,BENXUP_clean_min_charges,0_0.06,10000,ethene,0.0001328364,3.44185e-05,-24.50264,finished
366,BENXUP_clean_min_charges,0_0.06,25000,ethene,0.0003141108,7.09754e-05,-24.37397,finished
367,BENXUP_clean_min_charges,0_0.06,50000,ethene,0.0005824888,6.37671e-05,-24.488,finished
368,BENXUP_clean_min_charges,0_0.06,66700,ethene,0.0007892299,8.68282e-05,-24.37697,finished
369,BENXUP_clean_min_charges,0_0.06,75000,ethene,0.0008069454,9.80213e-05,-24.31139,finished
370,BENXUP_clean_min_charges,0_0.06,100000,ethene,0.001115913,7.10013e-05,-24.40878,finished
371,BENXUP_clean_min_charges,0_0.06,250000,ethene,0.0027413172,0.0003482346,-24.32225,finished
372,BENXUP_clean_min_charges,0_0.06,500000,ethene,0.0052008663,0.001016787,-24.43559,finished
373,BENXUP_clean_min_charges,0_0.06,750000,ethene,0.0068298495,0.0017655669,-24.29731,finished
374,BENXUP_clean_min_charges,0_0.06,1000000,ethene,0.008606117,0.0012653712,-24.35824,finished
375,BENXUP_clean_min_charges,0_0.06,1,ethane,4.31e-08,1.4e-07,,finished
376,BENXUP_clean_min_charges,0_0.06,10,ethane,2.73e-08,1.714e-07,,finished
377,BENXUP_clean_min_charges,0_0.06,100,ethane,-2.96e-08,2.619e-07,-25.5465,finished
378,BENXUP_clean_min_charges,0_0.06,1000,ethane,-4.986e-07,1.8036e-06,-24.64001,finished
379,BENXUP_clean_min_charges,0_0.06,5000,ethane,-3.874e-07,8.4994e-06,-24.36444,finished
380,BENXUP_clean_min_charges,0_0.06,10000,ethane,-7.8653e-06,1.70692e-05,-24.24511,finished
381,BENXUP_clean_min_charges,0_0.06,25000,ethane,-1.85327e-05,3.60759e-05,-24.22145,finished
382,BENXUP_clean_min_charges,0_0.06,50000,ethane,-2.642e-06,7.50773e-05,-24.28403,finished
383,BENXUP_clean_min_charges,0_0.06,66700,ethane,-4.2585e-05,8.74358e-05,-24.23092,finished
384,BENXUP_clean_min_charges,0_0.06,75000,ethane,-3.95227e-05,8.48942e-05,-24.1771,finished
385,BENXUP_clean_min_charges,0_0.06,100000,ethane,-3.71032e-05,7.17148e-05,-24.36379,finished
386,BENXUP_clean_min_charges,0_0.06,250000,ethane,-0.0002840556,0.0001522067,-24.47449,finished
387,BENXUP_clean_min_charges,0_0.06,500000,ethane,-0.0001482481,0.0002373274,-24.5356,finished
388,BENXUP_clean_min_charges,0_0.06,750000,ethane,-0.0010937539,0.0003737287,-24.42206,finished
389,BENXUP_clean_min_charges,0_0.06,1000000,ethane,-0.0016958723,0.0003464947,-24.51496,finished
390,BONWIL_clean_min_charges,0_0.01,1,ethene,-1.61e-08,0.0,,finished
391,BONWIL_clean_min_charges,0_0.01,10,ethene,-4.67e-08,1.948e-07,,finished
392,BONWIL_clean_min_charges,0_0.01,100,ethene,1.5963e-06,1.3166e-06,-19.25205,finished
393,BONWIL_clean_min_charges,0_0.01,1000,ethene,1.4759e-05,6.1991e-06,-18.88264,finished
394,BONWIL_clean_min_charges,0_0.01,5000,ethene,7.33729e-05,9.2405e-06,-19.02675,finished
395,BONWIL_clean_min_charges,0_0.01,10000,ethene,0.0001421665,2.04478e-05,-19.01764,finished
396,BONWIL_clean_min_charges,0_0.01,25000,ethene,0.0003459988,2.23396e-05,-18.98816,finished
397,BONWIL_clean_min_charges,0_0.01,50000,ethene,0.0007023779,7.19363e-05,-19.0229,finished
398,BONWIL_clean_min_charges,0_0.01,66700,ethene,0.000932653,5.40848e-05,-19.07416,finished
399,BONWIL_clean_min_charges,0_0.01,75000,ethene,0.0010260338,7.60427e-05,-19.05228,finished
400,BONWIL_clean_min_charges,0_0.01,100000,ethene,0.0014228024,0.0001702006,-19.09609,finished
401,BONWIL_clean_min_charges,0_0.01,250000,ethene,0.0032270418,0.0001040699,-19.06923,finished
402,BONWIL_clean_min_charges,0_0.01,500000,ethene,0.0059709205,0.0002714302,-19.02147,finished
403,BONWIL_clean_min_charges,0_0.01,750000,ethene,0.0082564749,0.0006491141,-19.04545,finished
404,BONWIL_clean_min_charges,0_0.01,1000000,ethene,0.0101280994,0.0009352072,-19.05032,finished
405,BONWIL_clean_min_charges,0_0.01,1,ethane,-1.61e-08,0.0,,finished
406,BONWIL_clean_min_charges,0_0.01,10,ethane,-1.042e-07,1.591e-07,,finished
407,BONWIL_clean_min_charges,0_0.01,100,ethane,-8.124e-07,2.976e-07,-18.78533,finished
408,BONWIL_clean_min_charges,0_0.01,1000,ethane,-6.0049e-06,7.376e-07,-18.93931,finished
409,BONWIL_clean_min_charges,0_0.01,5000,ethane,-2.59828e-05,2.2694e-06,-19.07243,finished
410,BONWIL_clean_min_charges,0_0.01,10000,ethane,-5.02566e-05,7.8766e-06,-19.08909,finished
411,BONWIL_clean_min_charges,0_0.01,25000,ethane,-0.0001171803,1.63658e-05,-19.04017,finished
412,BONWIL_clean_min_charges,0_0.01,50000,ethane,-0.0002623637,4.29134e-05,-18.94413,finished
413,BONWIL_clean_min_charges,0_0.01,66700,ethane,-0.0003390255,3.63639e-05,-19.05896,finished
414,BONWIL_clean_min_charges,0_0.01,75000,ethane,-0.0003892629,3.53923e-05,-18.96673,finished
415,BONWIL_clean_min_charges,0_0.01,100000,ethane,-0.0005204728,9.2075e-05,-19.01274,finished
416,BONWIL_clean_min_charges,0_0.01,250000,ethane,-0.0013288325,0.0002701429,-18.96172,finished
417,BONWIL_clean_min_charges,0_0.01,500000,ethane,-0.0030925474,0.0001711323,-18.99219,finished
418,BONWIL_clean_min_charges,0_0.01,750000,ethane,-0.0050096402,0.0005089105,-19.02088,finished
419,BONWIL_clean_min_charges,0_0.01,1000000,ethane,-0.007185578,0.0002174058,-19.08058,finished
420,BONWIL_clean_min_charges,0_0.03,1,ethene,-1.05e-08,0.0,,finished
421,BONWIL_clean_min_charges,0_0.03,10,ethene,-4.73e-08,1.602e-07,,finished
422,BONWIL_clean_min_charges,0_0.03,100,ethene,-9.924e-07,1.602e-07,,finished
423,BONWIL_clean_min_charges,0_0.03,1000,ethene,-1.02705e-05,3.924e-07,,finished
424,BONWIL_clean_min_charges,0_0.03,5000,ethene,-5.14813e-05,1.032e-06,,finished
425,BONWIL_clean_min_charges,0_0.03,10000,ethene,-0.000103285,1.7622e-06,-10.64271,finished
426,BONWIL_clean_min_charges,0_0.03,25000,ethene,-0.0002587849,2.098e-06,-11.64912,finished
427,BONWIL_clean_min_charges,0_0.03,50000,ethene,-0.0005183652,2.1041e-06,-11.29007,finished
428,BONWIL_clean_min_charges,0_0.03,66700,ethene,-0.0006924025,2.4741e-06,-10.98285,finished
429,BONWIL_clean_min_charges,0_0.03,75000,ethene,-0.0007792661,1.9784e-06,-11.29577,finished
430,BONWIL_clean_min_charges,0_0.03,100000,ethene,-0.0010404547,4.1001e-06,-11.31289,finished
431,BONWIL_clean_min_charges,0_0.03,250000,ethene,-0.0026282183,4.3697e-06,-11.05843,finished
432,BONWIL_clean_min_charges,0_0.03,500000,ethene,-0.0053506653,1.1703e-05,-10.88846,finished
433,BONWIL_clean_min_charges,0_0.03,750000,ethene,-0.0081718847,1.54577e-05,-11.11038,finished
434,BONWIL_clean_min_charges,0_0.03,1000000,ethene,-0.0111011563,1.04027e-05,-11.0702,finished
435,BONWIL_clean_min_charges,0_0.03,1,ethane,-1.04e-08,0.0,,finished
436,BONWIL_clean_min_charges,0_0.03,10,ethane,-1.044e-07,0.0,,finished
437,BONWIL_clean_min_charges,0_0.03,100,ethane,-1.0437e-06,0.0,,finished
438,BONWIL_clean_min_charges,0_0.03,1000,ethane,-1.04383e-05,0.0,,finished
439,BONWIL_clean_min_charges,0_0.03,5000,ethane,-5.22088e-05,0.0,,finished
440,BONWIL_clean_min_charges,0_0.03,10000,ethane,-0.0001043457,1.962e-07,,finished
441,BONWIL_clean_min_charges,0_0.03,25000,ethane,-0.0002613654,1.962e-07,,finished
442,BONWIL_clean_min_charges,0_0.03,50000,ethane,-0.0005236563,4.806e-07,,finished
443,BONWIL_clean_min_charges,0_0.03,66700,ethane,-0.0006995035,6.702e-07,,finished
444,BONWIL_clean_min_charges,0_0.03,75000,ethane,-0.0007871717,6.702e-07,,finished
445,BONWIL_clean_min_charges,0_0.03,100000,ethane,-0.0010516334,9.272e-07,,finished
446,BONWIL_clean_min_charges,0_0.03,250000,ethane,-0.002662815,1.1214e-06,-8.26722,finished
447,BONWIL_clean_min_charges,0_0.03,500000,ethane,-0.0054453147,1.7067e-06,-8.41264,finished
448,BONWIL_clean_min_charges,0_0.03,750000,ethane,-0.0083617443,1.6533e-06,-8.39549,finished
449,BONWIL_clean_min_charges,0_0.03,1000000,ethane,-0.011425975,1.9686e-06,-8.12417,finished
450,BONWIL_clean_min_charges,0_0.06,1,ethene,,,,Nosubmission
451,BONWIL_clean_min_charges,0_0.06,10,ethene,,,,Nosubmission
452,BONWIL_clean_min_charges,0_0.06,100,ethene,,,,Nosubmission
453,BONWIL_clean_min_charges,0_0.06,1000,ethene,,,,Nosubmission
454,BONWIL_clean_min_charges,0_0.06,5000,ethene,,,,Nosubmission
455,BONWIL_clean_min_charges,0_0.06,10000,ethene,,,,Nosubmission
456,BONWIL_clean_min_charges,0_0.06,25000,ethene,,,,Nosubmission
457,BONWIL_clean_min_charges,0_0.06,50000,ethene,,,,Nosubmission
458,BONWIL_clean_min_charges,0_0.06,66700,ethene,,,,Nosubmission
459,BONWIL_clean_min_charges,0_0.06,75000,ethene,,,,Nosubmission
460,BONWIL_clean_min_charges,0_0.06,100000,ethene,,,,Nosubmission
461,BONWIL_clean_min_charges,0_0.06,250000,ethene,,,,Nosubmission
462,BONWIL_clean_min_charges,0_0.06,500000,ethene,,,,Nosubmission
463,BONWIL_clean_min_charges,0_0.06,750000,ethene,,,,Nosubmission
464,BONWIL_clean_min_charges,0_0.06,1000000,ethene,,,,Nosubmission
465,BONWIL_clean_min_charges,0_0.06,1,ethane,,,,Nosubmission
466,BONWIL_clean_min_charges,0_0.06,10,ethane,,,,Nosubmission
467,BONWIL_clean_min_charges,0_0.06,100,ethane,,,,Nosubmission
468,BONWIL_clean_min_charges,0_0.06,1000,ethane,,,,Nosubmission
469,BONWIL_clean_min_charges,0_0.06,5000,ethane,,,,Nosubmission
470,BONWIL_clean_min_charges,0_0.06,10000,ethane,,,,Nosubmission
471,BONWIL_clean_min_charges,0_0.06,25000,ethane,,,,Nosubmission
472,BONWIL_clean_min_charges,0_0.06,50000,ethane,,,,Nosubmission
473,BONWIL_clean_min_charges,0_0.06,66700,ethane,,,,Nosubmission
474,BONWIL_clean_min_charges,0_0.06,75000,ethane,,,,Nosubmission
475,BONWIL_clean_min_charges,0_0.06,100000,ethane,,,,Nosubmission
476,BONWIL_clean_min_charges,0_0.06,250000,ethane,,,,Nosubmission
477,BONWIL_clean_min_charges,0_0.06,500000,ethane,,,,Nosubmission
478,BONWIL_clean_min_charges,0_0.06,750000,ethane,,,,Nosubmission
479,BONWIL_clean_min_charges,0_0.06,1000000,ethane,,,,Nosubmission
480,DAGDIZ_clean_min_charges,0_0.03,1,ethene,,,,Nosubmission
481,DAGDIZ_clean_min_charges,0_0.03,10,ethene,,,,Nosubmission
482,DAGDIZ_clean_min_charges,0_0.03,100,ethene,,,,Nosubmission
483,DAGDIZ_clean_min_charges,0_0.03,1000,ethene,,,,Nosubmission
484,DAGDIZ_clean_min_charges,0_0.03,5000,ethene,,,,Nosubmission
485,DAGDIZ_clean_min_charges,0_0.03,10000,ethene,,,,Nosubmission
486,DAGDIZ_clean_min_charges,0_0.03,25000,ethene,,,,Nosubmission
487,DAGDIZ_clean_min_charges,0_0.03,50000,ethene,,,,Nosubmission
488,DAGDIZ_clean_min_charges,0_0.03,66700,ethene,,,,Nosubmission
489,DAGDIZ_clean_min_charges,0_0.03,75000,ethene,,,,Nosubmission
490,DAGDIZ_clean_min_charges,0_0.03,100000,ethene,,,,Nosubmission
491,DAGDIZ_clean_min_charges,0_0.03,250000,ethene,,,,Nosubmission
492,DAGDIZ_clean_min_charges,0_0.03,500000,ethene,,,,Nosubmission
493,DAGDIZ_clean_min_charges,0_0.03,750000,ethene,,,,Nosubmission
494,DAGDIZ_clean_min_charges,0_0.03,1000000,ethene,,,,Nosubmission
495,DAGDIZ_clean_min_charges,0_0.03,1,ethane,,,,Nosubmission
496,DAGDIZ_clean_min_charges,0_0.03,10,ethane,,,,Nosubmission
497,DAGDIZ_clean_min_charges,0_0.03,100,ethane,,,,Nosubmission
498,DAGDIZ_clean_min_charges,0_0.03,1000,ethane,,,,Nosubmission
499,DAGDIZ_clean_min_charges,0_0.03,5000,ethane,,,,Nosubmission
500,DAGDIZ_clean_min_charges,0_0.03,10000,ethane,,,,Nosubmission
501,DAGDIZ_clean_min_charges,0_0.03,25000,ethane,,,,Nosubmission
502,DAGDIZ_clean_min_charges,0_0.03,50000,ethane,,,,Nosubmission
503,DAGDIZ_clean_min_charges,0_0.03,66700,ethane,,,,Nosubmission
504,DAGDIZ_clean_min_charges,0_0.03,75000,ethane,,,,Nosubmission
505,DAGDIZ_clean_min_charges,0_0.03,100000,ethane,,,,Nosubmission
506,DAGDIZ_clean_min_charges,0_0.03,250000,ethane,,,,Nosubmission
507,DAGDIZ_clean_min_charges,0_0.03,500000,ethane,,,,Nosubmission
508,DAGDIZ_clean_min_charges,0_0.03,750000,ethane,,,,Nosubmission
509,DAGDIZ_clean_min_charges,0_0.03,1000000,ethane,,,,Nosubmission
510,DAGDIZ_clean_min_charges,0_0.06,1,ethene,4.91657e-05,3.6327e-06,-23.20252,finished
511,DAGDIZ_clean_min_charges,0_0.06,10,ethene,0.0004689084,2.16056e-05,-23.23485,finished
512,DAGDIZ_clean_min_charges,0_0.06,100,ethene,0.0047636207,2.72642e-05,-23.21389,finished
513,DAGDIZ_clean_min_charges,0_0.06,1000,ethene,0.0461328474,0.0002121563,-23.28599,finished
514,DAGDIZ_clean_min_charges,0_0.06,5000,ethene,0.2085840688,0.0014473172,-23.54975,finished
515,DAGDIZ_clean_min_charges,0_0.06,10000,ethene,0.3656888773,0.0016306249,-23.73484,finished
516,DAGDIZ_clean_min_charges,0_0.06,25000,ethene,0.6669725153,0.001280653,-24.08953,finished
517,DAGDIZ_clean_min_charges,0_0.06,50000,ethene,0.9275784231,0.0024377787,-24.37732,finished
518,DAGDIZ_clean_min_charges,0_0.06,66700,ethene,1.0316209983,0.0023565485,-24.54861,finished
519,DAGDIZ_clean_min_charges,0_0.06,75000,ethene,1.0731799594,0.001510259,-24.61667,finished
520,DAGDIZ_clean_min_charges,0_0.06,100000,ethene,1.1665984221,0.00139583,-24.7319,finished
521,DAGDIZ_clean_min_charges,0_0.06,250000,ethene,1.4493043411,0.0021674953,-25.01542,finished
522,DAGDIZ_clean_min_charges,0_0.06,500000,ethene,1.6709499241,0.0048422377,-25.33761,finished
523,DAGDIZ_clean_min_charges,0_0.06,750000,ethene,1.8036982455,0.0054743138,-25.35193,finished
524,DAGDIZ_clean_min_charges,0_0.06,1000000,ethene,1.8920076092,0.0068270327,-25.46293,finished
525,DAGDIZ_clean_min_charges,0_0.06,1,ethane,0.0001899478,1.12795e-05,-27.35638,finished
526,DAGDIZ_clean_min_charges,0_0.06,10,ethane,0.0019060192,1.97727e-05,-27.36599,finished
527,DAGDIZ_clean_min_charges,0_0.06,100,ethane,0.0188364994,0.0001319518,-27.41288,finished
528,DAGDIZ_clean_min_charges,0_0.06,1000,ethane,0.1726765257,0.0012659503,-27.72111,finished
529,DAGDIZ_clean_min_charges,0_0.06,5000,ethane,0.5849671549,0.0022290081,-28.40276,finished
530,DAGDIZ_clean_min_charges,0_0.06,10000,ethane,0.8361487362,0.0031686373,-28.70337,finished
531,DAGDIZ_clean_min_charges,0_0.06,25000,ethane,1.1142733762,0.0018378308,-29.06845,finished
532,DAGDIZ_clean_min_charges,0_0.06,50000,ethane,1.2647149161,0.0009216448,-29.18834,finished
533,DAGDIZ_clean_min_charges,0_0.06,66700,ethane,1.3229856946,0.0019742274,-29.14353,finished
534,DAGDIZ_clean_min_charges,0_0.06,75000,ethane,1.3454356284,0.0033603635,-29.21536,finished
535,DAGDIZ_clean_min_charges,0_0.06,100000,ethane,1.3994426382,0.0033976106,-29.32055,finished
536,DAGDIZ_clean_min_charges,0_0.06,250000,ethane,1.6059084828,0.0038336472,-29.25869,finished
537,DAGDIZ_clean_min_charges,0_0.06,500000,ethane,1.8092026658,0.0042477669,-29.67156,finished
538,DAGDIZ_clean_min_charges,0_0.06,750000,ethane,1.9385985699,0.0089429603,-29.48002,finished
539,DAGDIZ_clean_min_charges,0_0.06,1000000,ethane,2.0176851565,0.0084072092,-29.71254,finished
540,GUYLUI_clean_min_charges,0_0.02,1,ethene,,,,Nosubmission
541,GUYLUI_clean_min_charges,0_0.02,10,ethene,,,,Nosubmission
542,GUYLUI_clean_min_charges,0_0.02,100,ethene,,,,Nosubmission
543,GUYLUI_clean_min_charges,0_0.02,1000,ethene,,,,Nosubmission
544,GUYLUI_clean_min_charges,0_0.02,5000,ethene,,,,Nosubmission
545,GUYLUI_clean_min_charges,0_0.02,10000,ethene,,,,Nosubmission
546,GUYLUI_clean_min_charges,0_0.02,25000,ethene,,,,Nosubmission
547,GUYLUI_clean_min_charges,0_0.02,50000,ethene,,,,Nosubmission
548,GUYLUI_clean_min_charges,0_0.02,66700,ethene,,,,Nosubmission
549,GUYLUI_clean_min_charges,0_0.02,75000,ethene,,,,Nosubmission
550,GUYLUI_clean_min_charges,0_0.02,100000,ethene,,,,Nosubmission
551,GUYLUI_clean_min_charges,0_0.02,250000,ethene,,,,Nosubmission
552,GUYLUI_clean_min_charges,0_0.02,500000,ethene,,,,Nosubmission
553,GUYLUI_clean_min_charges,0_0.02,750000,ethene,,,,Nosubmission
554,GUYLUI_clean_min_charges,0_0.02,1000000,ethene,,,,Nosubmission
555,GUYLUI_clean_min_charges,0_0.02,1,ethane,,,,Nosubmission
556,GUYLUI_clean_min_charges,0_0.02,10,ethane,,,,Nosubmission
557,GUYLUI_clean_min_charges,0_0.02,100,ethane,,,,Nosubmission
558,GUYLUI_clean_min_charges,0_0.02,1000,ethane,,,,Nosubmission
559,GUYLUI_clean_min_charges,0_0.02,5000,ethane,,,,Nosubmission
560,GUYLUI_clean_min_charges,0_0.02,10000,ethane,,,,Nosubmission
561,GUYLUI_clean_min_charges,0_0.02,25000,ethane,,,,Nosubmission
562,GUYLUI_clean_min_charges,0_0.02,50000,ethane,,,,Nosubmission
563,GUYLUI_clean_min_charges,0_0.02,66700,ethane,,,,Nosubmission
564,GUYLUI_clean_min_charges,0_0.02,75000,ethane,,,,Nosubmission
565,GUYLUI_clean_min_charges,0_0.02,100000,ethane,,,,Nosubmission
566,GUYLUI_clean_min_charges,0_0.02,250000,ethane,,,,Nosubmission
567,GUYLUI_clean_min_charges,0_0.02,500000,ethane,,,,Nosubmission
568,GUYLUI_clean_min_charges,0_0.02,750000,ethane,,,,Nosubmission
569,GUYLUI_clean_min_charges,0_0.02,1000000,ethane,,,,Nosubmission
570,GUYLUI_clean_min_charges,0_0.04,1,ethene,9.68557e-05,9.7046e-06,-30.30144,finished
571,GUYLUI_clean_min_charges,0_0.04,10,ethene,0.000998882,3.33314e-05,-30.2522,finished
572,GUYLUI_clean_min_charges,0_0.04,100,ethene,0.0098468705,0.0001413881,-30.20501,finished
573,GUYLUI_clean_min_charges,0_0.04,1000,ethene,0.0922185124,0.0005233546,-30.32758,finished
574,GUYLUI_clean_min_charges,0_0.04,5000,ethene,0.352257594,0.0032618383,-30.72712,finished
575,GUYLUI_clean_min_charges,0_0.04,10000,ethene,0.5417063614,0.0062658686,-30.99977,finished
576,GUYLUI_clean_min_charges,0_0.04,25000,ethene,0.802286592,0.0060252795,-31.31668,finished
577,GUYLUI_clean_min_charges,0_0.04,50000,ethene,0.9751204193,0.0050918799,-31.62697,finished
578,GUYLUI_clean_min_charges,0_0.04,66700,ethene,1.0408407361,0.0055636017,-31.81262,finished
579,GUYLUI_clean_min_charges,0_0.04,75000,ethene,1.0648900705,0.0086352355,-31.90252,finished
580,GUYLUI_clean_min_charges,0_0.04,100000,ethene,1.1220205197,0.0041064935,-31.68086,finished
581,GUYLUI_clean_min_charges,0_0.04,250000,ethene,1.2618534383,0.0018603951,-31.82324,finished
582,GUYLUI_clean_min_charges,0_0.04,500000,ethene,1.3285019414,0.0049480121,-31.50773,finished
583,GUYLUI_clean_min_charges,0_0.04,750000,ethene,1.3447034126,0.0078871842,-31.13918,finished
584,GUYLUI_clean_min_charges,0_0.04,1000000,ethene,1.3500685985,0.0071122519,-30.7151,finished
585,GUYLUI_clean_min_charges,0_0.04,1,ethane,0.0003636013,1.48707e-05,-34.75587,finished
586,GUYLUI_clean_min_charges,0_0.04,10,ethane,0.0036665009,6.27734e-05,-34.75869,finished
